"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start"
"13705" "ENST00000539585.1" "12" 11134404 11134454 "-" 13705 "uORF" 11134452 11134454 0.421096888888889
"13706" "ENST00000539585.1" "12" 11134404 11134415 "-" 13706 "uORF" 11134413 11134415 0.263926111111111
"13707" "ENST00000539585.1" "12" 11134327 11134410 "-" 13707 "uORF" 11134408 11134410 0.072272777777778
"13708" "ENST00000539585.1" "12" 11134320 11134361 "-" 13708 "uORF" 11134359 11134361 0.287811444444444
"13709" "ENST00000539664.3" "7" 28958240 28958287 "-" 13709 "uORF" 28958285 28958287 1.934463
"13710" "ENST00000539798.3" "11" 75433092 75433148 "-" 13710 "uORF" 75433146 75433148 0.397976333333333
"13712" "ENST00000539935.7" "2" 152099015 152099029 "-" 13712 "uORF" 152099027 152099029 1.53072177777778
"13713" "ENST00000539966.6" "13" 98576946 98576975 "-" 13713 "uORF" 98576973 98576975 1.13928122222222
"13716" "ENST00000540461.2" "14" 22644258 22644335 "-" 13716 "uORF" 22644333 22644335 0.358959444444445
"13717" "ENST00000540461.2" "14" 22644181 22644303 "-" 13717 "uORF" 22644301 22644303 0.151357777777778
"13718" "ENST00000540461.2" "14" 22644181 22644261 "-" 13718 "uORF" 22644259 22644261 0.265230222222222
"13719" "ENST00000540461.2" "14" 22644162 22644215 "-" 13719 "uORF" 22644213 22644215 0.247252
"13720" "ENST00000540461.2" "14" 22634830 22644208 "-" 13720 "uORF" 22644206 22644208 0.0117476666666669
"13721" "ENST00000540801.6" "17" 29930001 29930033 "-" 13721 "uORF" 29930031 29930033 2.16648066666667
"13722" "ENST00000541036.6" "21" 31339329 31339346 "-" 13722 "uORF" 31339344 31339346 0.0517342222222222
"13723" "ENST00000541036.6" "21" 31339329 31339337 "-" 13723 "uORF" 31339335 31339337 -0.170838333333333
"13724" "ENST00000541036.6" "21" 31276878 31339289 "-" 13724 "uORF" 31339287 31339289 1.522413
"13725" "ENST00000541036.6" "21" 31276878 31339247 "-" 13725 "uORF" 31339245 31339247 0.861297222222221
"13726" "ENST00000541036.6" "21" 31276870 31276881 "-" 13726 "uORF" 31276879 31276881 1.42589511111111
"13727" "ENST00000541036.6" "21" 31276844 31276870 "-" 13727 "uORF" 31276868 31276870 0.833827777777779
"13728" "ENST00000541038.2" "13" 96992474 96994474 "-" 13728 "uORF" 96994472 96994474 0.623503888888889
"13729" "ENST00000541038.2" "13" 96992550 96994322 "-" 13729 "uORF" 96994320 96994322 0.706629
"13730" "ENST00000541038.2" "13" 96989761 96989799 "-" 13730 "uORF" 96989797 96989799 0.615622666666667
"13731" "ENST00000541038.2" "13" 96989761 96989778 "-" 13731 "uORF" 96989776 96989778 0.369086
"13732" "ENST00000541284.6" "7" 135510040 135510078 "-" 13732 "uORF" 135510076 135510078 2.37384977777778
"13737" "ENST00000542230.7" "21" 33468888 33468902 "-" 13737 "uORF" 33468900 33468902 1.01440555555555
"13738" "ENST00000542267.7" "5" 108382006 108382056 "-" 13738 "uORF" 108382054 108382056 2.200266
"13746" "ENST00000542664.4" "13" 46896952 46896987 "-" 13746 "uORF" 46896985 46896987 0.438310555555556
"13747" "ENST00000542664.4" "13" 46896742 46896951 "-" 13747 "uORF" 46896949 46896951 0.755460444444446
"13748" "ENST00000542664.4" "13" 46896926 46896940 "-" 13748 "uORF" 46896938 46896940 0.637850666666668
"13749" "ENST00000542664.4" "13" 46896233 46896833 "-" 13749 "uORF" 46896831 46896833 1.47982622222222
"13750" "ENST00000542664.4" "13" 46896233 46896785 "-" 13750 "uORF" 46896783 46896785 1.27380744444444
"13751" "ENST00000542664.4" "13" 46896709 46896729 "-" 13751 "uORF" 46896727 46896729 0.635760333333335
"13752" "ENST00000542664.4" "13" 46896682 46896705 "-" 13752 "uORF" 46896703 46896705 0.438012111111111
"13753" "ENST00000542664.4" "13" 46896682 46896696 "-" 13753 "uORF" 46896694 46896696 0.871020888888888
"13754" "ENST00000542664.4" "13" 46896141 46896675 "-" 13754 "uORF" 46896673 46896675 1.13394883333333
"13755" "ENST00000542664.4" "13" 46896149 46896190 "-" 13755 "uORF" 46896188 46896190 0.535334888888889
"13756" "ENST00000542664.4" "13" 46896068 46896106 "-" 13756 "uORF" 46896104 46896106 0.80559
"13757" "ENST00000542664.4" "13" 46895967 46896053 "-" 13757 "uORF" 46896051 46896053 0.877382111111112
"13758" "ENST00000542664.4" "13" 46895954 46896019 "-" 13758 "uORF" 46896017 46896019 0.156493555555556
"13761" "ENST00000543185.6" "2" 239352860 239400987 "-" 13761 "uORF" 239400985 239400987 1.94194422222222
"13762" "ENST00000543185.6" "2" 239352822 239352863 "-" 13762 "uORF" 239352861 239352863 -0.150847555555555
"13763" "ENST00000543185.6" "2" 239352720 239352794 "-" 13763 "uORF" 239352792 239352794 0.956161777777777
"13781" "ENST00000543571.6" "6" 149718030 149718062 "-" 13781 "uORF" 149718060 149718062 2.32421588888889
"13782" "ENST00000543880.7" "9" 24545832 24545852 "-" 13782 "uORF" 24545850 24545852 1.30657977777778
"13783" "ENST00000543880.7" "9" 24545699 24545782 "-" 13783 "uORF" 24545780 24545782 0.877217999999999
"13787" "ENST00000544440.7" "13" 77326905 77326988 "-" 13787 "uORF" 77326986 77326988 2.26100066666666
"13794" "ENST00000545234.6" "12" 27970177 27972626 "-" 13794 "uORF" 27972624 27972626 0.331424
"13795" "ENST00000545234.6" "12" 27970177 27970194 "-" 13795 "uORF" 27970192 27970194 1.29670955555556
"13815" "ENST00000546910.6" "7" 141946938 141946961 "-" 13815 "uORF" 141946959 141946961 0.294055222222222
"13816" "ENST00000547058.6" "7" 142257728 142258011 "-" 13816 "uORF" 142258009 142258011 0.288578777777778
"13825" "ENST00000547588.6" "12" 57738422 57738445 "-" 13825 "uORF" 57738443 57738445 1.95137688888889
"13826" "ENST00000547588.6" "12" 57738299 57738316 "-" 13826 "uORF" 57738314 57738316 2.05290488888889
"13838" "ENST00000549396.6" "12" 81759302 81759310 "-" 13838 "uORF" 81759308 81759310 1.75978644444445
"13839" "ENST00000549396.6" "12" 81758480 81758503 "-" 13839 "uORF" 81758501 81758503 2.054959
"13850" "ENST00000549446.6" "12" 75209705 75209722 "-" 13850 "uORF" 75209720 75209722 0.536146
"13851" "ENST00000549446.6" "12" 75209601 75209705 "-" 13851 "uORF" 75209703 75209705 0.300398222222222
"13852" "ENST00000549446.6" "12" 75209601 75209639 "-" 13852 "uORF" 75209637 75209639 0.591606333333333
"13853" "ENST00000549446.6" "12" 75209422 75209499 "-" 13853 "uORF" 75209497 75209499 2.28142633333333
"13854" "ENST00000549446.6" "12" 75209208 75209477 "-" 13854 "uORF" 75209475 75209477 2.31104522222222
"13855" "ENST00000549446.6" "12" 75209321 75209425 "-" 13855 "uORF" 75209423 75209425 2.14823577777778
"13856" "ENST00000549518.6" "12" 48101484 48106048 "-" 13856 "uORF" 48106046 48106048 1.93361788888889
"13857" "ENST00000549884.6" "12" 56630279 56630308 "-" 13857 "uORF" 56630306 56630308 2.29296611111111
"13892" "ENST00000550402.6" "12" 108339178 108339189 "-" 13892 "uORF" 108339187 108339189 1.11376388888889
"13893" "ENST00000550402.6" "12" 108330144 108339181 "-" 13893 "uORF" 108339179 108339181 1.22486866666667
"13894" "ENST00000550402.6" "12" 108330131 108339177 "-" 13894 "uORF" 108339175 108339177 1.23757822222222
"13895" "ENST00000550402.6" "12" 108330121 108330147 "-" 13895 "uORF" 108330145 108330147 0.114726444444444
"13896" "ENST00000550402.6" "12" 108330102 108330131 "-" 13896 "uORF" 108330129 108330131 -0.036093111111111
"13897" "ENST00000550402.6" "12" 108330024 108330056 "-" 13897 "uORF" 108330054 108330056 0.299678333333333
"13898" "ENST00000550402.6" "12" 108293630 108330010 "-" 13898 "uORF" 108330008 108330010 -0.00933399999999999
"13899" "ENST00000550402.6" "12" 108293655 108329996 "-" 13899 "uORF" 108329994 108329996 0.407397
"13900" "ENST00000550413.2" "12" 47079627 47079713 "-" 13900 "uORF" 47079711 47079713 1.49984366666667
"13906" "ENST00000550948.2" "12" 108633748 108633759 "-" 13906 "uORF" 108633757 108633759 2.18984444444445
"13923" "ENST00000552374.7" "12" 112013109 112013123 "-" 13923 "uORF" 112013121 112013123 -0.0866505555555554
"13924" "ENST00000552810.6" "12" 88141900 88142064 "-" 13924 "uORF" 88142062 88142064 1.12976411111111
"13931" "ENST00000553558.6" "14" 73558895 73558918 "-" 13931 "uORF" 73558916 73558918 0.893265555555556
"13932" "ENST00000553558.6" "14" 73558799 73558819 "-" 13932 "uORF" 73558817 73558819 0.0549904444444443
"13933" "ENST00000553558.6" "14" 73558782 73558802 "-" 13933 "uORF" 73558800 73558802 0.356701333333333
"13934" "ENST00000553795.6" "10" 45307551 45307781 "-" 13934 "uORF" 45307779 45307781 0.977140444444444
"13935" "ENST00000553795.6" "10" 45307551 45307562 "-" 13935 "uORF" 45307560 45307562 0.176704222222222
"13936" "ENST00000553795.6" "10" 45304429 45307521 "-" 13936 "uORF" 45307519 45307521 -0.0916026666666667
"13940" "ENST00000554480.6" "14" 67488684 67488701 "-" 13940 "uORF" 67488699 67488701 0.470704888888889
"13941" "ENST00000554480.6" "14" 67488562 67488639 "-" 13941 "uORF" 67488637 67488639 0.518355222222222
"13942" "ENST00000554480.6" "14" 67488581 67488592 "-" 13942 "uORF" 67488590 67488592 0.513690333333334
"13943" "ENST00000554480.6" "14" 67487098 67487166 "-" 13943 "uORF" 67487164 67487166 0.898683777777778
"13944" "ENST00000554480.6" "14" 67487042 67487095 "-" 13944 "uORF" 67487093 67487095 0.940774222222221
"13945" "ENST00000554659.6" "14" 67674557 67674580 "-" 13945 "uORF" 67674578 67674580 2.05847055555556
"13946" "ENST00000554922.6" "14" 88792668 88792709 "-" 13946 "uORF" 88792707 88792709 1.73784177777778
"13947" "ENST00000554922.6" "14" 88792620 88792643 "-" 13947 "uORF" 88792641 88792643 1.870807
"13948" "ENST00000554943.6" "14" 91510261 91510284 "-" 13948 "uORF" 91510282 91510284 2.18790688888889
"13949" "ENST00000554943.6" "14" 91510034 91510057 "-" 13949 "uORF" 91510055 91510057 2.25129988888889
"13950" "ENST00000554943.6" "14" 91509968 91509994 "-" 13950 "uORF" 91509992 91509994 2.07554777777778
"13951" "ENST00000554943.6" "14" 91509761 91509805 "-" 13951 "uORF" 91509803 91509805 2.13797233333333
"13954" "ENST00000555019.6" "14" 93976502 93976510 "-" 13954 "uORF" 93976508 93976510 1.83257444444445
"13956" "ENST00000555055.6" "14" 103711537 103712930 "-" 13956 "uORF" 103712928 103712930 0.105517666666667
"13957" "ENST00000555055.6" "14" 103711243 103711519 "-" 13957 "uORF" 103711517 103711519 -0.0373416666666666
"13964" "ENST00000555238.6" "14" 73355753 73366981 "-" 13964 "uORF" 73366979 73366981 1.763127
"13965" "ENST00000555265.6" "14" 80941607 80941621 "-" 13965 "uORF" 80941619 80941621 1.97990655555556
"13966" "ENST00000555265.6" "14" 80939461 80939472 "-" 13966 "uORF" 80939470 80939472 1.80624244444444
"13967" "ENST00000555567.6" "14" 74955354 74955392 "-" 13967 "uORF" 74955390 74955392 2.27304077777778
"13968" "ENST00000555567.6" "14" 74955247 74955294 "-" 13968 "uORF" 74955292 74955294 1.13806566666666
"13969" "ENST00000555567.6" "14" 74955247 74955288 "-" 13969 "uORF" 74955286 74955288 2.20730322222222
"13970" "ENST00000555633.3" "19" 3771799 3771891 "-" 13970 "uORF" 3771889 3771891 0.171339666666667
"13971" "ENST00000555815.7" "15" 25863154 25863165 "-" 13971 "uORF" 25863163 25863165 1.64372844444444
"13982" "ENST00000556143.6" "14" 73026998 73027030 "-" 13982 "uORF" 73027028 73027030 2.37158066666667
"13983" "ENST00000556143.6" "14" 73026998 73027024 "-" 13983 "uORF" 73027022 73027024 2.18724822222222
"13984" "ENST00000556143.6" "14" 73026998 73027018 "-" 13984 "uORF" 73027016 73027018 2.34646566666667
"13985" "ENST00000556143.6" "14" 73024844 73024858 "-" 13985 "uORF" 73024856 73024858 0.467098666666667
"13986" "ENST00000556143.6" "14" 73024830 73024847 "-" 13986 "uORF" 73024845 73024847 0.286328444444444
"13987" "ENST00000556143.6" "14" 73024713 73024754 "-" 13987 "uORF" 73024752 73024754 0.83285088888889
"13988" "ENST00000556143.6" "14" 73024685 73024747 "-" 13988 "uORF" 73024745 73024747 0.985485111111112
"13989" "ENST00000556143.6" "14" 73024626 73024646 "-" 13989 "uORF" 73024644 73024646 -0.00572066666666632
"13990" "ENST00000556147.6" "14" 21024438 21024695 "-" 13990 "uORF" 21024693 21024695 1.59613611111111
"13991" "ENST00000556147.6" "14" 21024289 21024531 "-" 13991 "uORF" 21024529 21024531 0.813075666666666
"13992" "ENST00000556147.6" "14" 21024289 21024300 "-" 13992 "uORF" 21024298 21024300 1.09148333333333
"13993" "ENST00000556147.6" "14" 21024150 21024194 "-" 13993 "uORF" 21024192 21024194 0.693802666666666
"13994" "ENST00000556147.6" "14" 21024075 21024128 "-" 13994 "uORF" 21024126 21024128 1.50800866666667
"13995" "ENST00000556489.4" "14" 74875981 74876007 "-" 13995 "uORF" 74876005 74876007 0.310103222222222
"13996" "ENST00000556489.4" "14" 74871119 74871205 "-" 13996 "uORF" 74871203 74871205 0.122279444444444
"13997" "ENST00000556489.4" "14" 74871119 74871184 "-" 13997 "uORF" 74871182 74871184 0.081147222222222
"13998" "ENST00000556489.4" "14" 74863927 74863989 "-" 13998 "uORF" 74863987 74863989 -0.777479333333332
"13999" "ENST00000556564.6" "14" 88554696 88554827 "-" 13999 "uORF" 88554825 88554827 1.61464288888889
"14000" "ENST00000556564.6" "14" 88554696 88554776 "-" 14000 "uORF" 88554774 88554776 1.88095833333333
"14001" "ENST00000556564.6" "14" 88550566 88554674 "-" 14001 "uORF" 88554672 88554674 1.810435
"14002" "ENST00000556564.6" "14" 88550543 88550608 "-" 14002 "uORF" 88550606 88550608 1.128277
"14003" "ENST00000556564.6" "14" 88550543 88550566 "-" 14003 "uORF" 88550564 88550566 2.20097344444444
"14013" "ENST00000557258.6" "14" 89416914 89416955 "-" 14013 "uORF" 89416953 89416955 1.48353366666667
"14015" "ENST00000557413.6" "14" 74922262 74922336 "-" 14015 "uORF" 74922334 74922336 0.506879888888889
"14016" "ENST00000557413.6" "14" 74922262 74922279 "-" 14016 "uORF" 74922277 74922279 0.729789555555555
"14017" "ENST00000557413.6" "14" 74922233 74922241 "-" 14017 "uORF" 74922239 74922241 0.0597003333333333
"14018" "ENST00000557413.6" "14" 74922191 74922232 "-" 14018 "uORF" 74922230 74922232 0.0397716666666667
"14019" "ENST00000557413.6" "14" 74922107 74922133 "-" 14019 "uORF" 74922131 74922133 0.215511
"14020" "ENST00000557413.6" "14" 74922051 74922122 "-" 14020 "uORF" 74922120 74922122 0.198811
"14021" "ENST00000557640.2" "14" 103942490 103942501 "-" 14021 "uORF" 103942499 103942501 0.167821444444445
"14022" "ENST00000557640.2" "14" 103942442 103942459 "-" 14022 "uORF" 103942457 103942459 -0.0277744444444443
"14023" "ENST00000557640.2" "14" 103942404 103942451 "-" 14023 "uORF" 103942449 103942451 0.319563555555556
"14024" "ENST00000557640.2" "14" 103942284 103942304 "-" 14024 "uORF" 103942302 103942304 1.44435222222222
"14025" "ENST00000557640.2" "14" 103942261 103942287 "-" 14025 "uORF" 103942285 103942287 1.070544
"14030" "ENST00000558480.7" "15" 79090635 79090688 "-" 14030 "uORF" 79090686 79090688 0.531796
"14031" "ENST00000558555.6" "19" 47419298 47419315 "-" 14031 "uORF" 47419313 47419315 1.25318522222222
"14032" "ENST00000558555.6" "19" 47419231 47419269 "-" 14032 "uORF" 47419267 47419269 0.94832411111111
"14034" "ENST00000559447.8" "15" 56243528 56243545 "-" 14034 "uORF" 56243543 56243545 2.04225655555556
"14035" "ENST00000559471.6" "15" 49046327 49046365 "-" 14035 "uORF" 49046363 49046365 2.44783311111111
"14037" "ENST00000560104.2" "11" 122116174 122116215 "-" 14037 "uORF" 122116213 122116215 0.680536555555556
"14038" "ENST00000560104.2" "11" 122116174 122116212 "-" 14038 "uORF" 122116210 122116212 0.367328666666667
"14039" "ENST00000560104.2" "11" 122116125 122116169 "-" 14039 "uORF" 122116167 122116169 0.118236444444445
"14040" "ENST00000560104.2" "11" 122115987 122116100 "-" 14040 "uORF" 122116098 122116100 0.161795
"14041" "ENST00000560104.2" "11" 122115987 122116022 "-" 14041 "uORF" 122116020 122116022 0.393868
"14042" "ENST00000560104.2" "11" 122115987 122116004 "-" 14042 "uORF" 122116002 122116004 0.351097555555556
"14051" "ENST00000560778.3" "15" 80203613 80203663 "-" 14051 "uORF" 80203661 80203663 0.253563555555555
"14052" "ENST00000560778.3" "15" 80203613 80203660 "-" 14052 "uORF" 80203658 80203660 0.360621444444444
"14053" "ENST00000560778.3" "15" 80203605 80203616 "-" 14053 "uORF" 80203614 80203616 1.53650466666667
"14058" "ENST00000560891.6" "15" 51622672 51622719 "-" 14058 "uORF" 51622717 51622719 0.832520777777778
"14059" "ENST00000561100.2" "15" 39920161 39920229 "-" 14059 "uORF" 39920227 39920229 1.59073811111111
"14060" "ENST00000561208.6" "15" 37100379 37100483 "-" 14060 "uORF" 37100481 37100483 2.239883
"14061" "ENST00000561208.6" "15" 37100345 37100458 "-" 14061 "uORF" 37100456 37100458 2.24800055555556
"14062" "ENST00000561208.6" "15" 37099872 37099922 "-" 14062 "uORF" 37099920 37099922 2.307987
"14063" "ENST00000561208.6" "15" 37099852 37099899 "-" 14063 "uORF" 37099897 37099899 2.23446933333333
"14073" "ENST00000562435.6" "16" 47143755 47143856 "-" 14073 "uORF" 47143854 47143856 1.631558
"14074" "ENST00000562435.6" "16" 47143755 47143775 "-" 14074 "uORF" 47143773 47143775 1.62769811111111
"14075" "ENST00000562435.6" "16" 47143673 47143714 "-" 14075 "uORF" 47143712 47143714 1.345462
"14077" "ENST00000562787.6" "16" 67847401 67847514 "-" 14077 "uORF" 67847512 67847514 0.880076444444443
"14078" "ENST00000562787.6" "16" 67847401 67847454 "-" 14078 "uORF" 67847452 67847454 2.106166
"14079" "ENST00000562787.6" "16" 67835281 67835658 "-" 14079 "uORF" 67835656 67835658 0.501887222222222
"14080" "ENST00000562787.6" "16" 67835227 67835238 "-" 14080 "uORF" 67835236 67835238 0.43932
"14081" "ENST00000562787.6" "16" 67834062 67835174 "-" 14081 "uORF" 67835172 67835174 1.19462011111111
"14082" "ENST00000562787.6" "16" 67834062 67834100 "-" 14082 "uORF" 67834098 67834100 0.818993777777777
"14083" "ENST00000563237.3" "7" 102356384 102356431 "-" 14083 "uORF" 102356429 102356431 0.657084333333333
"14084" "ENST00000563237.3" "7" 102356384 102356425 "-" 14084 "uORF" 102356423 102356425 0.534679666666667
"14085" "ENST00000563237.3" "7" 102356328 102356399 "-" 14085 "uORF" 102356397 102356399 0.356547777777778
"14086" "ENST00000563237.3" "7" 102356328 102356342 "-" 14086 "uORF" 102356340 102356342 0.20451
"14087" "ENST00000563237.3" "7" 102356197 102356325 "-" 14087 "uORF" 102356323 102356325 0.267954111111111
"14088" "ENST00000563237.3" "7" 102356304 102356312 "-" 14088 "uORF" 102356310 102356312 0.161907222222222
"14089" "ENST00000563237.3" "7" 102356190 102356234 "-" 14089 "uORF" 102356232 102356234 0.615902444444445
"14090" "ENST00000563237.3" "7" 102356066 102356200 "-" 14090 "uORF" 102356198 102356200 0.383372666666667
"14091" "ENST00000563237.3" "7" 102356089 102356193 "-" 14091 "uORF" 102356191 102356193 0.704462555555556
"14093" "ENST00000563290.6" "15" 76883844 76883864 "-" 14093 "uORF" 76883862 76883864 1.08687033333333
"14094" "ENST00000563290.6" "15" 76883833 76883847 "-" 14094 "uORF" 76883845 76883847 1.30752488888889
"14095" "ENST00000563496.2" "8" 66962419 66962427 "-" 14095 "uORF" 66962425 66962427 1.57525444444444
"14099" "ENST00000563719.4" "15" 55588111 55588167 "-" 14099 "uORF" 55588165 55588167 1.31183722222222
"14100" "ENST00000563902.2" "16" 67183466 67183561 "-" 14100 "uORF" 67183559 67183561 1.00120144444444
"14101" "ENST00000563902.2" "16" 67183295 67183360 "-" 14101 "uORF" 67183358 67183360 1.86860055555556
"14102" "ENST00000563924.6" "17" 64390832 64390849 "-" 14102 "uORF" 64390847 64390849 2.06406944444444
"14103" "ENST00000563924.6" "17" 64390692 64390712 "-" 14103 "uORF" 64390710 64390712 1.49942877777778
"14105" "ENST00000564657.2" "16" 75622885 75623025 "-" 14105 "uORF" 75623023 75623025 0.435727111111111
"14106" "ENST00000564657.2" "16" 75622956 75622994 "-" 14106 "uORF" 75622992 75622994 0.204569888888889
"14107" "ENST00000564657.2" "16" 75622650 75622757 "-" 14107 "uORF" 75622755 75622757 0.531716666666667
"14108" "ENST00000564657.2" "16" 75622724 75622735 "-" 14108 "uORF" 75622733 75622735 0.347576
"14109" "ENST00000564657.2" "16" 75622636 75622650 "-" 14109 "uORF" 75622648 75622650 0.587473666666667
"14110" "ENST00000564657.2" "16" 75622546 75622605 "-" 14110 "uORF" 75622603 75622605 0.338238555555556
"14111" "ENST00000564657.2" "16" 75622546 75622575 "-" 14111 "uORF" 75622573 75622575 0.567340666666667
"14112" "ENST00000564657.2" "16" 75622546 75622572 "-" 14112 "uORF" 75622570 75622572 0.502736888888889
"14113" "ENST00000564657.2" "16" 75622440 75622460 "-" 14113 "uORF" 75622458 75622460 0.911640333333335
"14114" "ENST00000564657.2" "16" 75622412 75622423 "-" 14114 "uORF" 75622421 75622423 0.677964666666667
"14117" "ENST00000564754.7" "15" 42490998 42491006 "-" 14117 "uORF" 42491004 42491006 2.35736433333333
"14125" "ENST00000565726.3" "16" 67416270 67416335 "-" 14125 "uORF" 67416333 67416335 2.10830322222222
"14147" "ENST00000567119.1" "16" 2531254 2531397 "-" 14147 "uORF" 2531395 2531397 0.189015777777778
"14148" "ENST00000567119.1" "16" 2531116 2531181 "-" 14148 "uORF" 2531179 2531181 0.343306777777778
"14149" "ENST00000567119.1" "16" 2531076 2531108 "-" 14149 "uORF" 2531106 2531108 0.248418444444445
"14150" "ENST00000567119.1" "16" 2531076 2531099 "-" 14150 "uORF" 2531097 2531099 0.125088666666667
"14151" "ENST00000567164.6" "16" 58294934 58294948 "-" 14151 "uORF" 58294946 58294948 0.412602000000001
"14152" "ENST00000567164.6" "16" 58294188 58294900 "-" 14152 "uORF" 58294898 58294900 1.255074
"14153" "ENST00000567164.6" "16" 58294102 58294889 "-" 14153 "uORF" 58294887 58294889 1.18938833333333
"14154" "ENST00000567164.6" "16" 58294102 58294203 "-" 14154 "uORF" 58294201 58294203 1.45971633333333
"14159" "ENST00000567970.2" "16" 87317270 87317281 "-" 14159 "uORF" 87317279 87317281 0.485138333333333
"14160" "ENST00000568000.6" "16" 29926160 29926189 "-" 14160 "uORF" 29926187 29926189 0.973219555555557
"14162" "ENST00000568954.5" "16" 71724414 71724428 "-" 14162 "uORF" 71724426 71724428 0.875837222222223
"14169" "ENST00000569673.3" "15" 73752487 73752504 "-" 14169 "uORF" 73752502 73752504 1.56085088888889
"14170" "ENST00000569673.3" "15" 73752192 73752266 "-" 14170 "uORF" 73752264 73752266 2.18710777777778
"14171" "ENST00000569673.3" "15" 73751134 73751160 "-" 14171 "uORF" 73751158 73751160 2.00209088888889
"14173" "ENST00000569795.6" "15" 72267513 72267566 "-" 14173 "uORF" 72267564 72267566 1.67589888888889
"14174" "ENST00000569795.6" "15" 72267502 72267531 "-" 14174 "uORF" 72267529 72267531 2.20714544444445
"14178" "ENST00000571134.2" "17" 9791525 9791563 "-" 14178 "uORF" 9791561 9791563 1.647204
"14179" "ENST00000571134.2" "17" 9791525 9791545 "-" 14179 "uORF" 9791543 9791545 2.02388055555556
"14180" "ENST00000572272.6" "17" 5584052 5584072 "-" 14180 "uORF" 5584070 5584072 0.710101444444446
"14181" "ENST00000572705.2" "17" 3608561 3609315 "-" 14181 "uORF" 3609313 3609315 0.186318444444445
"14182" "ENST00000572705.2" "17" 3608469 3608561 "-" 14182 "uORF" 3608559 3608561 0.389483888888889
"14183" "ENST00000572705.2" "17" 3608495 3608533 "-" 14183 "uORF" 3608531 3608533 0.223794777777778
"14194" "ENST00000572969.6" "17" 3469344 3469385 "-" 14194 "uORF" 3469383 3469385 0.439441555555556
"14195" "ENST00000572969.6" "17" 3469344 3469364 "-" 14195 "uORF" 3469362 3469364 0.322384888888889
"14203" "ENST00000574081.6" "17" 5234799 5234822 "-" 14203 "uORF" 5234820 5234822 0.179921666666667
"14204" "ENST00000574322.6" "17" 7251441 7251524 "-" 14204 "uORF" 7251522 7251524 2.16660566666667
"14205" "ENST00000574538.2" "18" 2571387 2571503 "-" 14205 "uORF" 2571501 2571503 0.128665
"14206" "ENST00000574538.2" "18" 2571273 2571296 "-" 14206 "uORF" 2571294 2571296 1.75358866666667
"14207" "ENST00000574538.2" "18" 2571273 2571284 "-" 14207 "uORF" 2571282 2571284 -0.0378714444444443
"14208" "ENST00000574538.2" "18" 2571213 2571227 "-" 14208 "uORF" 2571225 2571227 0.636430666666667
"14209" "ENST00000574538.2" "18" 2567626 2571212 "-" 14209 "uORF" 2571210 2571212 0.811627444444443
"14210" "ENST00000574538.2" "18" 2567626 2571197 "-" 14210 "uORF" 2571195 2571197 0.360027
"14211" "ENST00000574538.2" "18" 2567618 2567629 "-" 14211 "uORF" 2567627 2567629 0.324994444444444
"14212" "ENST00000574538.2" "18" 2567598 2567609 "-" 14212 "uORF" 2567607 2567609 0.635262111111111
"14213" "ENST00000574538.2" "18" 2567457 2567477 "-" 14213 "uORF" 2567475 2567477 0.91919588888889
"14214" "ENST00000574538.2" "18" 2567286 2567390 "-" 14214 "uORF" 2567388 2567390 0.114335666666667
"14215" "ENST00000574538.2" "18" 2567318 2567386 "-" 14215 "uORF" 2567384 2567386 0.318280222222222
"14216" "ENST00000574538.2" "18" 2567286 2567369 "-" 14216 "uORF" 2567367 2567369 0.376015777777778
"14217" "ENST00000574538.2" "18" 2567286 2567363 "-" 14217 "uORF" 2567361 2567363 0.294812
"14218" "ENST00000574538.2" "18" 2567286 2567321 "-" 14218 "uORF" 2567319 2567321 0.466197
"14219" "ENST00000574538.2" "18" 2567286 2567312 "-" 14219 "uORF" 2567310 2567312 0.320486888888889
"14266" "ENST00000574912.1" "16" 68015848 68015886 "-" 14266 "uORF" 68015884 68015886 1.54048777777778
"14267" "ENST00000574912.1" "16" 68015848 68015859 "-" 14267 "uORF" 68015857 68015859 0.315708111111111
"14268" "ENST00000575125.6" "7" 73084444 73086034 "-" 14268 "uORF" 73086032 73086034 0.396898777777778
"14269" "ENST00000575125.6" "7" 73085943 73086017 "-" 14269 "uORF" 73086015 73086017 0.310303666666667
"14270" "ENST00000575125.6" "7" 73084444 73085980 "-" 14270 "uORF" 73085978 73085980 0.355949
"14271" "ENST00000575125.6" "7" 73084631 73085936 "-" 14271 "uORF" 73085934 73085936 0.341215888888889
"14272" "ENST00000575125.6" "7" 73084631 73084672 "-" 14272 "uORF" 73084670 73084672 0.421038
"14273" "ENST00000575125.6" "7" 73084575 73084589 "-" 14273 "uORF" 73084587 73084589 0.299808666666667
"14274" "ENST00000575125.6" "7" 73084444 73084572 "-" 14274 "uORF" 73084570 73084572 0.360019888888889
"14275" "ENST00000575125.6" "7" 73084437 73084481 "-" 14275 "uORF" 73084479 73084481 0.618009111111111
"14276" "ENST00000575125.6" "7" 73084361 73084447 "-" 14276 "uORF" 73084445 73084447 0.422268333333334
"14277" "ENST00000575125.6" "7" 73084249 73084440 "-" 14277 "uORF" 73084438 73084440 0.596336888888889
"14278" "ENST00000575779.2" "17" 5191801 5191830 "-" 14278 "uORF" 5191828 5191830 0.796754666666667
