"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2"
"17438" "ENST00000686983.1" "X" 24362104 24362175 "+" 17438 "uORF" 24362106 3 0
"17439" "ENST00000686983.1" "X" 24362147 24362302 "+" 17439 "uORF" 24362149 3 -0.333333333333333
"17440" "ENST00000686983.1" "X" 24362157 24362231 "+" 17440 "uORF" 24362159 3 -0.5
"17441" "ENST00000686983.1" "X" 24362161 24362175 "+" 17441 "uORF" 24362163 3 -0.666666666666667
"17442" "ENST00000686983.1" "X" 24362177 24362302 "+" 17442 "uORF" 24362179 3 -0.833333333333333
"17443" "ENST00000686983.1" "X" 24362255 24362302 "+" 17443 "uORF" 24362257 3 -0.833333333333333
"17444" "ENST00000686983.1" "X" 24362293 24362676 "+" 17444 "uORF" 24362295 3 -0.333333333333333
"17445" "ENST00000686983.1" "X" 24362352 24362432 "+" 17445 "uORF" 24362354 3 -2
"17446" "ENST00000686983.1" "X" 24362400 24362432 "+" 17446 "uORF" 24362402 3 0
"17447" "ENST00000686983.1" "X" 24362565 24362597 "+" 17447 "uORF" 24362567 3 -2.16666666666667
"17448" "ENST00000686983.1" "X" 24362627 24362686 "+" 17448 "uORF" 24362629 3 -1
"17449" "ENST00000686983.1" "X" 24362720 24362740 "+" 17449 "uORF" 24362722 3 -1.5
"17450" "ENST00000687084.1" "11" 94304654 94304773 "+" 17450 "uORF" 94304656 3 -2.33333333333333
"17451" "ENST00000687084.1" "11" 94304723 94304773 "+" 17451 "uORF" 94304725 3 -0.333333333333333
"17452" "ENST00000687084.1" "11" 94304733 94304792 "+" 17452 "uORF" 94304735 3 -0.5
"17453" "ENST00000687084.1" "11" 94304807 94304830 "+" 17453 "uORF" 94304809 3 -0.333333333333333
"17479" "ENST00000687160.1" "2" 102423180 102423209 "+" 17479 "uORF" 102423182 3 0.166666666666667
"17480" "ENST00000687160.1" "2" 102423239 102423256 "+" 17480 "uORF" 102423241 3 -0.166666666666667
"17496" "ENST00000687756.1" "3" 151085664 151085834 "+" 17496 "uORF" 151085666 3 1.83333333333333
"17497" "ENST00000687756.1" "3" 151085866 151085922 "+" 17497 "uORF" 151085868 3 0.5
"17498" "ENST00000687756.1" "3" 151085869 151085922 "+" 17498 "uORF" 151085871 3 1.83333333333333
"17499" "ENST00000687789.1" "19" 58229568 58230432 "+" 17499 "uORF" 58229570 3 0.166666666666667
"17500" "ENST00000687789.1" "19" 58230394 58230432 "+" 17500 "uORF" 58230396 3 -0.166666666666667
"17501" "ENST00000687789.1" "19" 58230404 58243977 "+" 17501 "uORF" 58230406 3 0.166666666666667
"17502" "ENST00000688009.1" "3" 150408670 150408696 "+" 17502 "uORF" 150408672 3 1.83333333333333
"17503" "ENST00000688009.1" "3" 150409177 150409215 "+" 17503 "uORF" 150409179 3 1.83333333333333
"17504" "ENST00000688051.1" "1" 183472520 183472573 "+" 17504 "uORF" 183472522 3 1.16666666666667
"17505" "ENST00000688188.1" "20" 18137956 18142357 "+" 17505 "uORF" 18137958 3 6.33333333333333
"17506" "ENST00000688188.1" "20" 18142325 18142357 "+" 17506 "uORF" 18142327 3 0.666666666666667
"17507" "ENST00000688188.1" "20" 18142354 18142362 "+" 17507 "uORF" 18142356 3 2
"17508" "ENST00000688188.1" "20" 18142412 18142480 "+" 17508 "uORF" 18142414 3 0.166666666666667
"17509" "ENST00000688289.1" "19" 11356880 11356963 "+" 17509 "uORF" 11356882 3 1.66666666666667
"17510" "ENST00000688547.1" "16" 57017085 57017123 "+" 17510 "uORF" 57017087 3 0.333333333333333
"17511" "ENST00000688547.1" "16" 57017135 57017161 "+" 17511 "uORF" 57017137 3 0.166666666666667
"17512" "ENST00000689072.1" "9" 120793648 120793689 "+" 17512 "uORF" 120793650 3 -0.166666666666667
"17513" "ENST00000689072.1" "9" 120796536 120796571 "+" 17513 "uORF" 120796538 3 0.166666666666667
"17514" "ENST00000689127.1" "14" 76826446 76826556 "+" 17514 "uORF" 76826448 3 2.83333333333333
"17515" "ENST00000689127.1" "14" 76826496 76826618 "+" 17515 "uORF" 76826498 3 0.5
"17516" "ENST00000689127.1" "14" 76826574 76826618 "+" 17516 "uORF" 76826576 3 0.333333333333333
"17517" "ENST00000689127.1" "14" 76826619 76826639 "+" 17517 "uORF" 76826621 3 1
"17528" "ENST00000689635.1" "12" 26055287 26055295 "+" 17528 "uORF" 26055289 3 5
"17529" "ENST00000689635.1" "12" 26055303 26055329 "+" 17529 "uORF" 26055305 3 0.666666666666667
"17555" "ENST00000690938.1" "11" 83157319 83157327 "+" 17555 "uORF" 83157321 3 2
"17556" "ENST00000690982.1" "4" 107895386 107895451 "+" 17556 "uORF" 107895388 3 0
"17557" "ENST00000690982.1" "4" 107895406 107895432 "+" 17557 "uORF" 107895408 3 1.16666666666667
"17558" "ENST00000690982.1" "4" 107895458 107895520 "+" 17558 "uORF" 107895460 3 1.5
"17561" "ENST00000691075.1" "19" 8630648 8630662 "+" 17561 "uORF" 8630650 3 -0.5
"17562" "ENST00000691075.1" "19" 8632509 8632520 "+" 17562 "uORF" 8632511 3 0.166666666666667
"17563" "ENST00000691075.1" "19" 8632512 8632520 "+" 17563 "uORF" 8632514 3 -1
"17564" "ENST00000691075.1" "19" 8632517 8632531 "+" 17564 "uORF" 8632519 3 -0.666666666666667
"17565" "ENST00000691075.1" "19" 8632577 8635657 "+" 17565 "uORF" 8632579 3 0.166666666666667
"17566" "ENST00000691075.1" "19" 8632582 8635677 "+" 17566 "uORF" 8632584 3 0.5
"17567" "ENST00000691075.1" "19" 8632608 8632616 "+" 17567 "uORF" 8632610 3 0.166666666666667
"17568" "ENST00000691075.1" "19" 8635681 8635710 "+" 17568 "uORF" 8635683 3 -0.5
"17569" "ENST00000691075.1" "19" 8635700 8635744 "+" 17569 "uORF" 8635702 3 0
"17570" "ENST00000691075.1" "19" 8635710 8676445 "+" 17570 "uORF" 8635712 3 0
"17571" "ENST00000691075.1" "19" 8635725 8676445 "+" 17571 "uORF" 8635727 3 -0.5
"17572" "ENST00000691075.1" "19" 8674569 8674592 "+" 17572 "uORF" 8674571 3 0.333333333333333
"17574" "ENST00000691494.1" "4" 159103385 159103507 "+" 17574 "uORF" 159103387 3 2
"17575" "ENST00000691494.1" "4" 159103470 159103562 "+" 17575 "uORF" 159103472 3 0.333333333333333
"17576" "ENST00000691607.2" "7" 102551283 102552846 "+" 17576 "uORF" 102551285 3 -0.166666666666667
"17577" "ENST00000691607.2" "7" 102552848 102552895 "+" 17577 "uORF" 102552850 3 0
"17578" "ENST00000691607.2" "7" 102552854 102552895 "+" 17578 "uORF" 102552856 3 0
"17579" "ENST00000691607.2" "7" 102552880 102552951 "+" 17579 "uORF" 102552882 3 0
"17580" "ENST00000691607.2" "7" 102552937 102552951 "+" 17580 "uORF" 102552939 3 0
"17581" "ENST00000691607.2" "7" 102552954 102553082 "+" 17581 "uORF" 102552956 3 0
"17582" "ENST00000691607.2" "7" 102552967 102552975 "+" 17582 "uORF" 102552969 3 0
"17583" "ENST00000691607.2" "7" 102553045 102553089 "+" 17583 "uORF" 102553047 3 1
"17584" "ENST00000691607.2" "7" 102553079 102553213 "+" 17584 "uORF" 102553081 3 0.666666666666667
"17585" "ENST00000691607.2" "7" 102553086 102553190 "+" 17585 "uORF" 102553088 3 1
"17607" "ENST00000692078.1" "4" 119214077 119214088 "+" 17607 "uORF" 119214079 3 0.5
"17608" "ENST00000692078.1" "4" 119214080 119214088 "+" 17608 "uORF" 119214082 3 0.666666666666667
"17609" "ENST00000692078.1" "4" 119214175 119214198 "+" 17609 "uORF" 119214177 3 0.166666666666667
"17610" "ENST00000692078.1" "4" 119217550 119217576 "+" 17610 "uORF" 119217552 3 -0.166666666666667
"17611" "ENST00000692078.1" "4" 119217656 119217667 "+" 17611 "uORF" 119217658 3 0.166666666666667
"17612" "ENST00000692078.1" "4" 119239241 119239303 "+" 17612 "uORF" 119239243 3 1.16666666666667
"17613" "ENST00000692078.1" "4" 119239248 119239313 "+" 17613 "uORF" 119239250 3 2.16666666666667
"17614" "ENST00000692078.1" "4" 119239338 119239490 "+" 17614 "uORF" 119239340 3 0.166666666666667
"17615" "ENST00000692078.1" "4" 119239345 119239413 "+" 17615 "uORF" 119239347 3 -0.166666666666667
"17616" "ENST00000692078.1" "4" 119239384 119239413 "+" 17616 "uORF" 119239386 3 -0.833333333333333
"17617" "ENST00000692078.1" "4" 119239398 119239490 "+" 17617 "uORF" 119239400 3 0.833333333333333
"17618" "ENST00000692078.1" "4" 119239405 119239413 "+" 17618 "uORF" 119239407 3 0.333333333333333
"17619" "ENST00000692078.1" "4" 119239419 119239490 "+" 17619 "uORF" 119239421 3 0.833333333333333
"17620" "ENST00000692078.1" "4" 119239561 119239599 "+" 17620 "uORF" 119239563 3 -0.666666666666667
"17621" "ENST00000692078.1" "4" 119239567 119239599 "+" 17621 "uORF" 119239569 3 -0.166666666666667
"17622" "ENST00000692078.1" "4" 119239623 119239715 "+" 17622 "uORF" 119239625 3 1.83333333333333
"17637" "ENST00000692376.1" "16" 74376392 74376472 "+" 17637 "uORF" 74376394 3 0
"17638" "ENST00000692376.1" "16" 74376469 74376627 "+" 17638 "uORF" 74376471 3 0
"17639" "ENST00000692376.1" "16" 74376472 74376627 "+" 17639 "uORF" 74376474 3 -0.166666666666667
"17640" "ENST00000692376.1" "16" 74376524 74376541 "+" 17640 "uORF" 74376526 3 0.166666666666667
"17641" "ENST00000692376.1" "16" 74376543 74376569 "+" 17641 "uORF" 74376545 3 0
"17642" "ENST00000692376.1" "16" 74376577 74376627 "+" 17642 "uORF" 74376579 3 -0.666666666666667
"17643" "ENST00000692376.1" "16" 74376580 74376627 "+" 17643 "uORF" 74376582 3 0.5
"17644" "ENST00000692376.1" "16" 74376651 74376722 "+" 17644 "uORF" 74376653 3 0.333333333333333
"17645" "ENST00000692376.1" "16" 74376687 74376722 "+" 17645 "uORF" 74376689 3 0.166666666666667
"17646" "ENST00000692376.1" "16" 74376695 74376859 "+" 17646 "uORF" 74376697 3 0.5
"17647" "ENST00000692376.1" "16" 74376784 74376792 "+" 17647 "uORF" 74376786 3 0.166666666666667
"17648" "ENST00000692376.1" "16" 74376789 74376809 "+" 17648 "uORF" 74376791 3 0.5
"17649" "ENST00000692376.1" "16" 74376843 74376914 "+" 17649 "uORF" 74376845 3 0
"17650" "ENST00000692376.1" "16" 74376849 74376914 "+" 17650 "uORF" 74376851 3 0.166666666666667
"17651" "ENST00000692376.1" "16" 74376931 74377035 "+" 17651 "uORF" 74376933 3 -0.833333333333333
"17652" "ENST00000692376.1" "16" 74376943 74377035 "+" 17652 "uORF" 74376945 3 0.5
"17653" "ENST00000692376.1" "16" 74377017 74377040 "+" 17653 "uORF" 74377019 3 -0.333333333333333
"17654" "ENST00000692376.1" "16" 74377024 74377035 "+" 17654 "uORF" 74377026 3 0.166666666666667
"17655" "ENST00000692376.1" "16" 74377028 74377099 "+" 17655 "uORF" 74377030 3 -0.666666666666667
"17656" "ENST00000692376.1" "16" 74377037 74377099 "+" 17656 "uORF" 74377039 3 0
"17657" "ENST00000692376.1" "16" 74377041 74377139 "+" 17657 "uORF" 74377043 3 0.5
"17658" "ENST00000692376.1" "16" 74377074 74377139 "+" 17658 "uORF" 74377076 3 0
"17659" "ENST00000692376.1" "16" 74377082 74377099 "+" 17659 "uORF" 74377084 3 0.5
"17660" "ENST00000692376.1" "16" 74377090 74377161 "+" 17660 "uORF" 74377092 3 -0.5
"17661" "ENST00000692376.1" "16" 74377099 74377161 "+" 17661 "uORF" 74377101 3 0
"17662" "ENST00000692376.1" "16" 74377105 74377161 "+" 17662 "uORF" 74377107 3 0.5
"17663" "ENST00000692376.1" "16" 74377139 74377207 "+" 17663 "uORF" 74377141 3 0.5
"17664" "ENST00000692376.1" "16" 74377158 74377169 "+" 17664 "uORF" 74377160 3 0.5
"17665" "ENST00000692376.1" "16" 74377162 74377182 "+" 17665 "uORF" 74377164 3 -0.5
"17666" "ENST00000692376.1" "16" 74377204 74377263 "+" 17666 "uORF" 74377206 3 0
"17667" "ENST00000692376.1" "16" 74377243 74377263 "+" 17667 "uORF" 74377245 3 -0.166666666666667
"17668" "ENST00000692500.1" "9" 32552342 32552386 "+" 17668 "uORF" 32552344 3 4
"17669" "ENST00000692774.1" "18" 597123 607027 "+" 17669 "uORF" 597125 3 0.5
"17670" "ENST00000692774.1" "18" 607018 607035 "+" 17670 "uORF" 607020 3 0
"17674" "ENST00000693202.1" "3" 11281070 11282210 "+" 17674 "uORF" 11281072 3 0
"17675" "ENST00000693202.1" "3" 11281083 11281097 "+" 17675 "uORF" 11281085 3 -0.833333333333333
"17676" "ENST00000693202.1" "3" 11282210 11282245 "+" 17676 "uORF" 11282212 3 -1.5
"17677" "ENST00000693202.1" "3" 11282251 11282340 "+" 17677 "uORF" 11282253 3 0
"17678" "ENST00000693202.1" "3" 11282337 11282420 "+" 17678 "uORF" 11282339 3 -1.33333333333333
"17680" "ENST00000693451.1" "7" 43997954 43999539 "+" 17680 "uORF" 43997956 3 -0.5
"17681" "ENST00000693451.1" "7" 43999541 43999588 "+" 17681 "uORF" 43999543 3 0
"17682" "ENST00000693451.1" "7" 43999573 43999644 "+" 17682 "uORF" 43999575 3 0
"17683" "ENST00000693451.1" "7" 43999630 43999644 "+" 17683 "uORF" 43999632 3 0
"17684" "ENST00000693451.1" "7" 43999647 43999907 "+" 17684 "uORF" 43999649 3 0
"17685" "ENST00000693451.1" "7" 43999660 43999668 "+" 17685 "uORF" 43999662 3 0
"17686" "ENST00000693451.1" "7" 43999738 43999776 "+" 17686 "uORF" 43999740 3 0.833333333333333
"17687" "ENST00000693451.1" "7" 43999773 43999907 "+" 17687 "uORF" 43999775 3 1
"17688" "ENST00000693451.1" "7" 43999780 43999884 "+" 17688 "uORF" 43999782 3 1
"17690" "ENST00000694978.1" "16" 19523961 19524023 "+" 17690 "uORF" 19523963 3 4
"17691" "ENST00000695325.1" "X" 155768084 155768095 "+" 17691 "uORF" 155768086 3 1.16666666666667
"17692" "ENST00000695325.1" "X" 155768115 155773785 "+" 17692 "uORF" 155768117 3 3.33333333333333
"17695" "ENST00000695368.1" "3" 173397862 173397978 "+" 17695 "uORF" 173397864 3 -2.66666666666667
"17696" "ENST00000695368.1" "3" 173398046 173398060 "+" 17696 "uORF" 173398048 3 -0.166666666666667
"17697" "ENST00000695368.1" "3" 173604333 173604410 "+" 17697 "uORF" 173604335 3 4.16666666666667
"17698" "ENST00000695368.1" "3" 173604359 173604400 "+" 17698 "uORF" 173604361 3 5.33333333333333
"17699" "ENST00000695368.1" "3" 173604371 173604400 "+" 17699 "uORF" 173604373 3 2.5
"17700" "ENST00000695368.1" "3" 173604385 173604393 "+" 17700 "uORF" 173604387 3 2.5
"17701" "ENST00000695368.1" "3" 173604403 173604498 "+" 17701 "uORF" 173604405 3 2
"17702" "ENST00000695368.1" "3" 173604413 173604433 "+" 17702 "uORF" 173604415 3 4.33333333333333
"17703" "ENST00000695368.1" "3" 173604439 173604498 "+" 17703 "uORF" 173604441 3 4.33333333333333
"17712" "ENST00000695508.1" "5" 119629677 119629748 "+" 17712 "uORF" 119629679 3 -1.5
"17726" "ENST00000695737.1" "10" 5684876 5684923 "+" 17726 "uORF" 5684878 3 0.166666666666667
"17727" "ENST00000695737.1" "10" 5685115 5712857 "+" 17727 "uORF" 5685117 3 1.66666666666667
"17728" "ENST00000695737.1" "10" 5714146 5714196 "+" 17728 "uORF" 5714148 3 2.83333333333333
"17729" "ENST00000695737.1" "10" 5717702 5717740 "+" 17729 "uORF" 5717704 3 2.83333333333333
"17730" "ENST00000695737.1" "10" 5717710 5717733 "+" 17730 "uORF" 5717712 3 3.33333333333333
"17731" "ENST00000695737.1" "10" 5717725 5717733 "+" 17731 "uORF" 5717727 3 0.5
"17732" "ENST00000695839.1" "X" 112131001 112131030 "+" 17732 "uORF" 112131003 3 -1.66666666666667
"17733" "ENST00000695839.1" "X" 112131013 112131030 "+" 17733 "uORF" 112131015 3 0
"17734" "ENST00000695839.1" "X" 112306362 112306436 "+" 17734 "uORF" 112306364 3 0.166666666666667
"17735" "ENST00000695839.1" "X" 112306368 112306436 "+" 17735 "uORF" 112306370 3 0.666666666666667
"17736" "ENST00000695839.1" "X" 112306372 112306407 "+" 17736 "uORF" 112306374 3 0.166666666666667
"17737" "ENST00000695839.1" "X" 112306400 112306417 "+" 17737 "uORF" 112306402 3 0
"17738" "ENST00000695839.1" "X" 112306423 112454580 "+" 17738 "uORF" 112306425 3 0.333333333333333
"17739" "ENST00000695839.1" "X" 112306498 112454580 "+" 17739 "uORF" 112306500 3 0.333333333333333
"17740" "ENST00000695839.1" "X" 112431124 112454580 "+" 17740 "uORF" 112431126 3 0
"17741" "ENST00000695839.1" "X" 112431166 112454580 "+" 17741 "uORF" 112431168 3 0
"17742" "ENST00000695839.1" "X" 112454516 112454536 "+" 17742 "uORF" 112454518 3 -0.166666666666667
"17743" "ENST00000695839.1" "X" 112454628 112454645 "+" 17743 "uORF" 112454630 3 0.666666666666667
"17744" "ENST00000695840.1" "X" 125319877 125319939 "+" 17744 "uORF" 125319879 3 -0.166666666666667
"17745" "ENST00000695919.1" "4" 30720406 30720426 "+" 17745 "uORF" 30720408 3 2.66666666666667
"17746" "ENST00000695919.1" "4" 30720417 30720569 "+" 17746 "uORF" 30720419 3 5
"17747" "ENST00000695919.1" "4" 30720547 30720612 "+" 17747 "uORF" 30720549 3 4.66666666666667
"17748" "ENST00000695919.1" "4" 30720631 30720687 "+" 17748 "uORF" 30720633 3 4.33333333333333
"17749" "ENST00000695919.1" "4" 30720773 30720886 "+" 17749 "uORF" 30720775 3 -0.166666666666667
"17750" "ENST00000695919.1" "4" 30721069 30721119 "+" 17750 "uORF" 30721071 3 2.83333333333333
"17751" "ENST00000695919.1" "4" 30721183 30721194 "+" 17751 "uORF" 30721185 3 1.83333333333333
"17752" "ENST00000695931.1" "12" 50952700 50953215 "+" 17752 "uORF" 50952702 3 -0.333333333333333
"17765" "ENST00000696128.1" "X" 13655308 13655346 "+" 17765 "uORF" 13655310 3 0.833333333333333
"17766" "ENST00000696128.1" "X" 13655351 13661052 "+" 17766 "uORF" 13655353 3 -0.833333333333333
"17767" "ENST00000696128.1" "X" 13659687 13661083 "+" 17767 "uORF" 13659689 3 -0.5
"17768" "ENST00000696128.1" "X" 13661033 13661083 "+" 17768 "uORF" 13661035 3 -0.666666666666667
"17769" "ENST00000696128.1" "X" 13661046 13661075 "+" 17769 "uORF" 13661048 3 0.166666666666667
"17770" "ENST00000696128.1" "X" 13661058 13661075 "+" 17770 "uORF" 13661060 3 -0.333333333333333
"17772" "ENST00000696270.1" "17" 77958718 77958804 "+" 17772 "uORF" 77958720 3 0.833333333333333
"17793" "ENST00000696331.1" "9" 124450462 124450479 "+" 17793 "uORF" 124450464 3 -0.5
"17794" "ENST00000696526.1" "6" 150599996 150650738 "+" 17794 "uORF" 150599998 3 -0.833333333333333
"17795" "ENST00000696526.1" "6" 150650738 150650758 "+" 17795 "uORF" 150650740 3 -0.166666666666667
"17796" "ENST00000696526.1" "6" 150733584 150733622 "+" 17796 "uORF" 150733586 3 3.33333333333333
"17797" "ENST00000696593.1" "3" 77040251 77040265 "+" 17797 "uORF" 77040253 3 3.66666666666667
"17798" "ENST00000696593.1" "3" 77040352 77040432 "+" 17798 "uORF" 77040354 3 2.5
"17799" "ENST00000696593.1" "3" 77040592 77040672 "+" 17799 "uORF" 77040594 3 3
"17802" "ENST00000696905.1" "5" 123512178 123512246 "+" 17802 "uORF" 123512180 3 1
"17803" "ENST00000696905.1" "5" 123512211 123512246 "+" 17803 "uORF" 123512213 3 3.66666666666667
"17804" "ENST00000696905.1" "5" 123512228 123512335 "+" 17804 "uORF" 123512230 3 3.33333333333333
"17805" "ENST00000696905.1" "5" 123512477 123512509 "+" 17805 "uORF" 123512479 3 1.33333333333333
"17806" "ENST00000696905.1" "5" 123545465 123545476 "+" 17806 "uORF" 123545467 3 1.16666666666667
"17807" "ENST00000696905.1" "5" 123545502 123545510 "+" 17807 "uORF" 123545504 3 3
"17808" "ENST00000696905.1" "5" 123545507 123545554 "+" 17808 "uORF" 123545509 3 4.33333333333333
"17809" "ENST00000696905.1" "5" 123545513 123545554 "+" 17809 "uORF" 123545515 3 1.66666666666667
"17810" "ENST00000696905.1" "5" 123545548 123545628 "+" 17810 "uORF" 123545550 3 1.16666666666667
"17811" "ENST00000696905.1" "5" 123545584 123545628 "+" 17811 "uORF" 123545586 3 5
"17815" "ENST00000696955.1" "14" 67197279 67197308 "+" 17815 "uORF" 67197281 3 2.66666666666667
"17939" "ENST00000698216.1" "1" 120415069 120415137 "+" 17939 "uORF" 120415071 3 -1.33333333333333
"17940" "ENST00000698216.1" "1" 120415220 120415279 "+" 17940 "uORF" 120415222 3 0.333333333333333
"17941" "ENST00000698216.1" "1" 120415231 120419898 "+" 17941 "uORF" 120415233 3 0.333333333333333
"17942" "ENST00000698216.1" "1" 120419876 120436314 "+" 17942 "uORF" 120419878 3 -2.16666666666667
"17943" "ENST00000698216.1" "1" 120420095 120436314 "+" 17943 "uORF" 120420097 3 -1.66666666666667
"17944" "ENST00000698216.1" "1" 120427721 120436314 "+" 17944 "uORF" 120427723 3 0.166666666666667
"17945" "ENST00000698216.1" "1" 120427797 120436309 "+" 17945 "uORF" 120427799 3 0.333333333333333
"17946" "ENST00000698216.1" "1" 120427838 120436314 "+" 17946 "uORF" 120427840 3 -0.666666666666667
"17947" "ENST00000698216.1" "1" 120436465 120436494 "+" 17947 "uORF" 120436467 3 0.333333333333333
"18047" "ENST00000698835.1" "1" 146938336 146938422 "+" 18047 "uORF" 146938338 3 -1.83333333333333
"18048" "ENST00000698835.1" "1" 146938938 146943299 "+" 18048 "uORF" 146938940 3 -0.166666666666667
"18049" "ENST00000698835.1" "1" 146943351 146943542 "+" 18049 "uORF" 146943353 3 0
"18050" "ENST00000698835.1" "1" 146943384 146943542 "+" 18050 "uORF" 146943386 3 -0.833333333333333
"18051" "ENST00000698835.1" "1" 146943524 146949420 "+" 18051 "uORF" 146943526 3 -0.333333333333333
"18052" "ENST00000698835.1" "1" 146943539 146949420 "+" 18052 "uORF" 146943541 3 -0.666666666666667
"18053" "ENST00000698835.1" "1" 146951363 146959929 "+" 18053 "uORF" 146951365 3 0.5
"18054" "ENST00000698835.1" "1" 146951439 146959972 "+" 18054 "uORF" 146951441 3 0.166666666666667
"18055" "ENST00000698835.1" "1" 146951480 146959929 "+" 18055 "uORF" 146951482 3 0
"18056" "ENST00000698851.1" "Y" 5056964 5057062 "+" 18056 "uORF" 5056966 3 5
"18057" "ENST00000698857.1" "4" 37891255 37891332 "+" 18057 "uORF" 37891257 3 1.83333333333333
"18058" "ENST00000698857.1" "4" 37891288 37891332 "+" 18058 "uORF" 37891290 3 0.166666666666667
"18059" "ENST00000698857.1" "4" 37902013 37902030 "+" 18059 "uORF" 37902015 3 0.333333333333333
"18063" "ENST00000699524.1" "1" 84516232 84516252 "+" 18063 "uORF" 84516234 3 1.83333333333333
"18064" "ENST00000699524.1" "1" 84516241 84516252 "+" 18064 "uORF" 84516243 3 0.5
"18065" "ENST00000056217.10" "7" 144355486 144355491 "+" 18065 "start-stop" 144355488 3 2.16666666666667
"18068" "ENST00000167106.9" "14" 76762336 76762341 "+" 18068 "start-stop" 76762338 3 0.333333333333333
"18069" "ENST00000169551.11" "18" 74148696 74148701 "+" 18069 "start-stop" 74148698 3 -0.5
"18070" "ENST00000169551.11" "18" 74148701 74148706 "+" 18070 "start-stop" 74148703 3 0.166666666666667
"18071" "ENST00000178640.10" "15" 67543314 67543319 "+" 18071 "start-stop" 67543316 3 3.66666666666667
"18072" "ENST00000210633.4" "10" 100972658 100972663 "+" 18072 "start-stop" 100972660 3 0.166666666666667
"18073" "ENST00000215906.6" "22" 26433442 26433447 "+" 18073 "start-stop" 26433444 3 0
"18079" "ENST00000221466.10" "19" 49512664 49512669 "+" 18079 "start-stop" 49512666 3 1.83333333333333
"18086" "ENST00000227758.7" "11" 102349799 102349804 "+" 18086 "start-stop" 102349801 3 -0.333333333333333
"18087" "ENST00000227758.7" "11" 102349814 102349819 "+" 18087 "start-stop" 102349816 3 1.5
"18091" "ENST00000233072.10" "2" 210556697 210556702 "+" 18091 "start-stop" 210556699 3 0.166666666666667
"18092" "ENST00000234626.11" "1" 91501674 91501679 "+" 18092 "start-stop" 91501676 3 0.333333333333333
"18093" "ENST00000234739.8" "1" 147604877 147604882 "+" 18093 "start-stop" 147604879 3 3.33333333333333
"18095" "ENST00000237264.9" "6" 133980083 133980088 "+" 18095 "start-stop" 133980085 3 3.66666666666667
"18097" "ENST00000239938.5" "5" 138465662 138465667 "+" 18097 "start-stop" 138465664 3 1.83333333333333
"18098" "ENST00000240093.8" "8" 28502768 28502773 "+" 18098 "start-stop" 28502770 3 0.666666666666667
"18100" "ENST00000240328.4" "17" 61399874 61399879 "+" 18100 "start-stop" 61399876 3 5
"18102" "ENST00000242810.11" "3" 183650349 183650354 "+" 18102 "start-stop" 183650351 3 5.33333333333333
"18103" "ENST00000245105.8" "4" 8205175 8205180 "+" 18103 "start-stop" 8205177 3 1
"18104" "ENST00000245222.9" "19" 48620490 48620495 "+" 18104 "start-stop" 48620492 3 1.5
"18105" "ENST00000245407.8" "5" 132369790 132369795 "+" 18105 "start-stop" 132369792 3 0.166666666666667
"18107" "ENST00000247881.4" "7" 141777049 141777054 "+" 18107 "start-stop" 141777051 3 0.166666666666667
"18108" "ENST00000247881.4" "7" 141777798 141777803 "+" 18108 "start-stop" 141777800 3 0
"18109" "ENST00000247881.4" "7" 141778296 141778301 "+" 18109 "start-stop" 141778298 3 1.5
"18112" "ENST00000251822.7" "8" 23000096 23000101 "+" 18112 "start-stop" 23000098 3 2.66666666666667
"18120" "ENST00000256412.8" "8" 24384287 24384292 "+" 18120 "start-stop" 24384289 3 1
"18121" "ENST00000256906.5" "18" 24460650 24460655 "+" 18121 "start-stop" 24460652 3 -0.666666666666667
"18122" "ENST00000257181.10" "1" 52404700 52404705 "+" 18122 "start-stop" 52404702 3 1
"18123" "ENST00000257192.5" "18" 31318180 31318185 "+" 18123 "start-stop" 31318182 3 2.16666666666667
"18124" "ENST00000257192.5" "18" 31318280 31318285 "+" 18124 "start-stop" 31318282 3 4
"18125" "ENST00000257555.11" "12" 120978550 120978555 "+" 18125 "start-stop" 120978552 3 5
"18128" "ENST00000258168.7" "16" 81238693 81238698 "+" 18128 "start-stop" 81238695 3 -0.166666666666667
"18129" "ENST00000258168.7" "16" 81238786 81238791 "+" 18129 "start-stop" 81238788 3 -0.166666666666667
"18130" "ENST00000258781.11" "7" 45000265 45000270 "+" 18130 "start-stop" 45000267 3 0.666666666666667
"18131" "ENST00000259199.9" "2" 113437753 113437758 "+" 18131 "start-stop" 113437755 3 -0.833333333333333
"18133" "ENST00000260723.6" "10" 122271373 122271378 "+" 18133 "start-stop" 122271375 3 0.666666666666667
"18134" "ENST00000261018.12" "2" 203328507 203328512 "+" 18134 "start-stop" 203328509 3 3.16666666666667
"18136" "ENST00000261438.10" "4" 38664220 38664225 "+" 18136 "start-stop" 38664222 3 1.16666666666667
"18138" "ENST00000261681.9" "14" 67279052 67279057 "+" 18138 "start-stop" 67279054 3 1.83333333333333
"18139" "ENST00000261681.9" "14" 67279057 67279062 "+" 18139 "start-stop" 67279059 3 2.5
"18141" "ENST00000261921.8" "15" 73926513 73926518 "+" 18141 "start-stop" 73926515 3 0
"18145" "ENST00000262482.11" "17" 4940774 4940779 "+" 18145 "start-stop" 4940776 3 3.66666666666667
