"t_id"	"chromosome"	"g_start_coord_ref"	"g_end_coord_ref"	"strand_mane"	"u_id"	"u_id2"
"15458"	"ENST00000640368.2"	"11"	31806912	31810840	"-"	15458	"uORF"
"15459"	"ENST00000640551.3"	"3"	46612562	46612582	"+"	15459	"uORF"
"15460"	"ENST00000641002.1"	"1"	158605286	158605336	"+"	15460	"uORF"
"15461"	"ENST00000641015.1"	"11"	124313879	124313929	"-"	15461	"uORF"
"15462"	"ENST00000641015.1"	"11"	124313865	124313879	"-"	15462	"uORF"
"15463"	"ENST00000641015.1"	"11"	124313822	124313833	"-"	15463	"uORF"
"15464"	"ENST00000641027.1"	"9"	122568678	122578445	"-"	15464	"uORF"
"15465"	"ENST00000641027.1"	"9"	122576885	122578405	"-"	15465	"uORF"
"15466"	"ENST00000641027.1"	"9"	122572863	122572886	"-"	15466	"uORF"
"15467"	"ENST00000641027.1"	"9"	122572817	122572840	"-"	15467	"uORF"
"15468"	"ENST00000641027.1"	"9"	122568599	122572811	"-"	15468	"uORF"
"15469"	"ENST00000641027.1"	"9"	122568658	122568678	"-"	15469	"uORF"
"15470"	"ENST00000641027.1"	"9"	122568599	122568670	"-"	15470	"uORF"
"15471"	"ENST00000641027.1"	"9"	122568619	122568627	"-"	15471	"uORF"
"15472"	"ENST00000641027.1"	"9"	122568511	122568546	"-"	15472	"uORF"
"15473"	"ENST00000641027.1"	"9"	122568511	122568534	"-"	15473	"uORF"
"15474"	"ENST00000641027.1"	"9"	122568492	122568521	"-"	15474	"uORF"
"15475"	"ENST00000641027.1"	"9"	122568488	122568514	"-"	15475	"uORF"
"15476"	"ENST00000641040.1"	"14"	21579805	21579873	"-"	15476	"uORF"
"15477"	"ENST00000641040.1"	"14"	21570758	21579805	"-"	15477	"uORF"
"15478"	"ENST00000641042.1"	"1"	158426046	158426102	"-"	15478	"uORF"
"15479"	"ENST00000641042.1"	"1"	158426046	158426066	"-"	15479	"uORF"
"15480"	"ENST00000641042.1"	"1"	158426021	158426053	"-"	15480	"uORF"
"15481"	"ENST00000641042.1"	"1"	158425979	158425993	"-"	15481	"uORF"
"15482"	"ENST00000641042.1"	"1"	158420909	158425982	"-"	15482	"uORF"
"15483"	"ENST00000641042.1"	"1"	158420909	158425949	"-"	15483	"uORF"
"15484"	"ENST00000641044.2"	"7"	144312443	144312484	"+"	15484	"uORF"
"15485"	"ENST00000641044.2"	"7"	144312481	144312495	"+"	15485	"uORF"
"15486"	"ENST00000641044.2"	"7"	144312498	144312506	"+"	15486	"uORF"
"15487"	"ENST00000641045.1"	"11"	59436469	59436573	"+"	15487	"uORF"
"15488"	"ENST00000641045.1"	"11"	59436547	59436573	"+"	15488	"uORF"
"15489"	"ENST00000641045.1"	"11"	59436557	59436592	"+"	15489	"uORF"
"15490"	"ENST00000641045.1"	"11"	59436573	59436683	"+"	15490	"uORF"
"15491"	"ENST00000641045.1"	"11"	59436662	59436739	"+"	15491	"uORF"
"15492"	"ENST00000641045.1"	"11"	59436690	59436728	"+"	15492	"uORF"
"15493"	"ENST00000641067.1"	"1"	158472244	158472255	"+"	15493	"uORF"
"15494"	"ENST00000641068.1"	"7"	144123232	144129084	"+"	15494	"uORF"
"15495"	"ENST00000641082.1"	"14"	20239329	20242816	"+"	15495	"uORF"
"15496"	"ENST00000641086.1"	"14"	20140917	20140928	"+"	15496	"uORF"
"15497"	"ENST00000641086.1"	"14"	20140928	20140954	"+"	15497	"uORF"
"15498"	"ENST00000641086.1"	"14"	20140934	20140954	"+"	15498	"uORF"
"15499"	"ENST00000641086.1"	"14"	20140995	20141027	"+"	15499	"uORF"
"15500"	"ENST00000641086.1"	"14"	20141030	20141074	"+"	15500	"uORF"
"15501"	"ENST00000641086.1"	"14"	20141042	20141074	"+"	15501	"uORF"
"15502"	"ENST00000641086.1"	"14"	20141169	20141177	"+"	15502	"uORF"
"15503"	"ENST00000641090.1"	"9"	104536755	104536826	"-"	15503	"uORF"
"15504"	"ENST00000641090.1"	"9"	104536735	104536761	"-"	15504	"uORF"
"15505"	"ENST00000641093.1"	"1"	247819064	247819135	"-"	15505	"uORF"
"15506"	"ENST00000641113.1"	"19"	14886062	14886127	"-"	15506	"uORF"
"15507"	"ENST00000641113.1"	"19"	14886058	14886108	"-"	15507	"uORF"
"15508"	"ENST00000641113.1"	"19"	14886062	14886103	"-"	15508	"uORF"
"15509"	"ENST00000641113.1"	"19"	14885993	14886061	"-"	15509	"uORF"
"15510"	"ENST00000641113.1"	"19"	14885993	14886058	"-"	15510	"uORF"
"15511"	"ENST00000641113.1"	"19"	14885993	14886040	"-"	15511	"uORF"
"15512"	"ENST00000641113.1"	"19"	14881775	14885972	"-"	15512	"uORF"
"15513"	"ENST00000641113.1"	"19"	14881775	14881870	"-"	15513	"uORF"
"15514"	"ENST00000641113.1"	"19"	14881840	14881854	"-"	15514	"uORF"
"15515"	"ENST00000641113.1"	"19"	14881840	14881851	"-"	15515	"uORF"
"15516"	"ENST00000641113.1"	"19"	14881775	14881828	"-"	15516	"uORF"
"15517"	"ENST00000641113.1"	"19"	14881479	14881817	"-"	15517	"uORF"
"15518"	"ENST00000641113.1"	"19"	14881775	14881813	"-"	15518	"uORF"
"15519"	"ENST00000641113.1"	"19"	14881775	14881789	"-"	15519	"uORF"
"15520"	"ENST00000641113.1"	"19"	14881775	14881786	"-"	15520	"uORF"
"15521"	"ENST00000641113.1"	"19"	14881479	14881778	"-"	15521	"uORF"
"15522"	"ENST00000641113.1"	"19"	14881479	14881538	"-"	15522	"uORF"
"15523"	"ENST00000641113.1"	"19"	14881479	14881517	"-"	15523	"uORF"
"15524"	"ENST00000641113.1"	"19"	14881484	14881510	"-"	15524	"uORF"
"15525"	"ENST00000641113.1"	"19"	14881405	14881464	"-"	15525	"uORF"
"15526"	"ENST00000641113.1"	"19"	14881394	14881411	"-"	15526	"uORF"
"15527"	"ENST00000641114.1"	"12"	55572523	55572570	"+"	15527	"uORF"
"15528"	"ENST00000641114.1"	"12"	55572583	55572594	"+"	15528	"uORF"
"15529"	"ENST00000641114.1"	"12"	55574256	55574297	"+"	15529	"uORF"
"15530"	"ENST00000641123.1"	"11"	123977714	123977761	"-"	15530	"uORF"
"15531"	"ENST00000641123.1"	"11"	123977688	123977714	"-"	15531	"uORF"
"15532"	"ENST00000641124.1"	"11"	6771941	6771976	"-"	15532	"uORF"
"15533"	"ENST00000641124.1"	"11"	6771941	6771964	"-"	15533	"uORF"
"15534"	"ENST00000641124.1"	"11"	6771742	6771951	"-"	15534	"uORF"
"15535"	"ENST00000641124.1"	"11"	6771735	6771872	"-"	15535	"uORF"
"15536"	"ENST00000641124.1"	"11"	6771623	6771640	"-"	15536	"uORF"
"15537"	"ENST00000641124.1"	"11"	6769467	6771626	"-"	15537	"uORF"
"15538"	"ENST00000641124.1"	"11"	6769398	6769412	"-"	15538	"uORF"
"15539"	"ENST00000641124.1"	"11"	6769177	6769263	"-"	15539	"uORF"
"15540"	"ENST00000641124.1"	"11"	6769203	6769241	"-"	15540	"uORF"
"15541"	"ENST00000641124.1"	"11"	6769146	6769190	"-"	15541	"uORF"
"15542"	"ENST00000641124.1"	"11"	6769146	6769172	"-"	15542	"uORF"
"15543"	"ENST00000641124.1"	"11"	6769098	6769142	"-"	15543	"uORF"
"15544"	"ENST00000641124.1"	"11"	6769041	6769094	"-"	15544	"uORF"
"15545"	"ENST00000641124.1"	"11"	6769046	6769075	"-"	15545	"uORF"
"15546"	"ENST00000641125.1"	"19"	8721652	8721708	"+"	15546	"uORF"
"15547"	"ENST00000641125.1"	"19"	8721726	8721755	"+"	15547	"uORF"
"15548"	"ENST00000641125.1"	"19"	8721757	8721813	"+"	15548	"uORF"
"15549"	"ENST00000641125.1"	"19"	8721798	8721887	"+"	15549	"uORF"
"15550"	"ENST00000641125.1"	"19"	8721829	8721870	"+"	15550	"uORF"
"15551"	"ENST00000641125.1"	"19"	8721887	8721934	"+"	15551	"uORF"
"15552"	"ENST00000641125.1"	"19"	8721926	8721934	"+"	15552	"uORF"
"15553"	"ENST00000641125.1"	"19"	8723106	8730931	"+"	15553	"uORF"
"15554"	"ENST00000641125.1"	"19"	8730928	8730945	"+"	15554	"uORF"
"15555"	"ENST00000641125.1"	"19"	8730931	8730945	"+"	15555	"uORF"
"15556"	"ENST00000641129.1"	"19"	14848880	14848894	"-"	15556	"uORF"
"15557"	"ENST00000641129.1"	"19"	14848804	14848860	"-"	15557	"uORF"
"15558"	"ENST00000641129.1"	"19"	14848804	14848848	"-"	15558	"uORF"
"15559"	"ENST00000641129.1"	"19"	14848804	14848830	"-"	15559	"uORF"
"15560"	"ENST00000641129.1"	"19"	14848763	14848807	"-"	15560	"uORF"
"15561"	"ENST00000641129.1"	"19"	14848780	14848797	"-"	15561	"uORF"
"15562"	"ENST00000641129.1"	"19"	14848717	14848749	"-"	15562	"uORF"
"15563"	"ENST00000641129.1"	"19"	14848717	14848740	"-"	15563	"uORF"
"15564"	"ENST00000641129.1"	"19"	14848717	14848728	"-"	15564	"uORF"
"15565"	"ENST00000641129.1"	"19"	14848532	14848687	"-"	15565	"uORF"
"15566"	"ENST00000641129.1"	"19"	14848617	14848670	"-"	15566	"uORF"
"15567"	"ENST00000641137.2"	"6"	29550422	29550439	"+"	15567	"uORF"
"15568"	"ENST00000641137.2"	"6"	29550487	29550588	"+"	15568	"uORF"
"15569"	"ENST00000641137.2"	"6"	29550649	29550747	"+"	15569	"uORF"
"15570"	"ENST00000641137.2"	"6"	29550726	29550836	"+"	15570	"uORF"
"15571"	"ENST00000641139.1"	"11"	124398955	124398972	"-"	15571	"uORF"
"15572"	"ENST00000641139.1"	"11"	124398947	124398967	"-"	15572	"uORF"
"15573"	"ENST00000641139.1"	"11"	124398947	124398958	"-"	15573	"uORF"
"15574"	"ENST00000641139.1"	"11"	124398936	124398953	"-"	15574	"uORF"
"15575"	"ENST00000641139.1"	"11"	124398845	124398871	"-"	15575	"uORF"
"15576"	"ENST00000641139.1"	"11"	124398710	124398832	"-"	15576	"uORF"
"15577"	"ENST00000641139.1"	"11"	124397361	124398723	"-"	15577	"uORF"
"15578"	"ENST00000641149.2"	"1"	247458086	247458100	"-"	15578	"uORF"
"15579"	"ENST00000641149.2"	"1"	247457979	247458065	"-"	15579	"uORF"
"15580"	"ENST00000641149.2"	"1"	247457979	247457996	"-"	15580	"uORF"
"15581"	"ENST00000641149.2"	"1"	247457755	247457811	"-"	15581	"uORF"
"15582"	"ENST00000641149.2"	"1"	247457742	247457780	"-"	15582	"uORF"
"15583"	"ENST00000641149.2"	"1"	247457657	247457758	"-"	15583	"uORF"
"15584"	"ENST00000641149.2"	"1"	247457709	247457726	"-"	15584	"uORF"
"15585"	"ENST00000641149.2"	"1"	247455047	247455061	"-"	15585	"uORF"
"15586"	"ENST00000641149.2"	"1"	247454942	247454968	"-"	15586	"uORF"
"15587"	"ENST00000641149.2"	"1"	247454844	247454867	"-"	15587	"uORF"
"15588"	"ENST00000641149.2"	"1"	247454690	247454731	"-"	15588	"uORF"
"15589"	"ENST00000641149.2"	"1"	247454641	247454658	"-"	15589	"uORF"
"15590"	"ENST00000641149.2"	"1"	247454603	247454644	"-"	15590	"uORF"
"15591"	"ENST00000641149.2"	"1"	247454563	247454580	"-"	15591	"uORF"
"15592"	"ENST00000641149.2"	"1"	247454563	247454571	"-"	15592	"uORF"
"15593"	"ENST00000641149.2"	"1"	247454538	247454552	"-"	15593	"uORF"
"15594"	"ENST00000641149.2"	"1"	247454458	247454529	"-"	15594	"uORF"
"15595"	"ENST00000641149.2"	"1"	247454458	247454514	"-"	15595	"uORF"
"15596"	"ENST00000641149.2"	"1"	247454360	247454443	"-"	15596	"uORF"
"15597"	"ENST00000641149.2"	"1"	247454382	247454438	"-"	15597	"uORF"
"15598"	"ENST00000641149.2"	"1"	247454382	247454432	"-"	15598	"uORF"
"15599"	"ENST00000641149.2"	"1"	247453942	247454352	"-"	15599	"uORF"
"15600"	"ENST00000641149.2"	"1"	247454115	247454264	"-"	15600	"uORF"
"15601"	"ENST00000641149.2"	"1"	247454115	247454168	"-"	15601	"uORF"
"15602"	"ENST00000641149.2"	"1"	247454141	247454164	"-"	15602	"uORF"
"15603"	"ENST00000641149.2"	"1"	247454115	247454132	"-"	15603	"uORF"
"15604"	"ENST00000641149.2"	"1"	247453881	247453988	"-"	15604	"uORF"
"15605"	"ENST00000641149.2"	"1"	247453769	247453831	"-"	15605	"uORF"
"15606"	"ENST00000641149.2"	"1"	247453591	247453599	"-"	15606	"uORF"
"15607"	"ENST00000641149.2"	"1"	247453551	247453559	"-"	15607	"uORF"
"15608"	"ENST00000641149.2"	"1"	247453371	247453421	"-"	15608	"uORF"
"15609"	"ENST00000641149.2"	"1"	247453179	247453205	"-"	15609	"uORF"
"15610"	"ENST00000641149.2"	"1"	247453128	247453142	"-"	15610	"uORF"
"15611"	"ENST00000641149.2"	"1"	247453124	247453135	"-"	15611	"uORF"
"15612"	"ENST00000641149.2"	"1"	247453042	247453089	"-"	15612	"uORF"
"15613"	"ENST00000641149.2"	"1"	247453032	247453049	"-"	15613	"uORF"
"15614"	"ENST00000641149.2"	"1"	247452709	247453017	"-"	15614	"uORF"
"15615"	"ENST00000641149.2"	"1"	247452918	247452956	"-"	15615	"uORF"
"15616"	"ENST00000641149.2"	"1"	247452845	247452874	"-"	15616	"uORF"
"15617"	"ENST00000641149.2"	"1"	247452709	247452753	"-"	15617	"uORF"
"15618"	"ENST00000641149.2"	"1"	247452633	247452728	"-"	15618	"uORF"
"15619"	"ENST00000641149.2"	"1"	247452403	247452603	"-"	15619	"uORF"
"15620"	"ENST00000641149.2"	"1"	247452403	247452585	"-"	15620	"uORF"
"15621"	"ENST00000641149.2"	"1"	247452557	247452568	"-"	15621	"uORF"
"15622"	"ENST00000641149.2"	"1"	247452403	247452489	"-"	15622	"uORF"
"15623"	"ENST00000641149.2"	"1"	247452403	247452450	"-"	15623	"uORF"
"15624"	"ENST00000641149.2"	"1"	247452403	247452414	"-"	15624	"uORF"
"15625"	"ENST00000641149.2"	"1"	247452339	247452377	"-"	15625	"uORF"
"15626"	"ENST00000641149.2"	"1"	247452272	247452304	"-"	15626	"uORF"
"15627"	"ENST00000641149.2"	"1"	247452201	247452245	"-"	15627	"uORF"
"15628"	"ENST00000641149.2"	"1"	247452214	247452222	"-"	15628	"uORF"
"15629"	"ENST00000641149.2"	"1"	247452055	247452075	"-"	15629	"uORF"
"15630"	"ENST00000641151.2"	"6"	29108077	29108112	"+"	15630	"uORF"
"15631"	"ENST00000641151.2"	"6"	29108125	29108139	"+"	15631	"uORF"
"15632"	"ENST00000641151.2"	"6"	29108146	29108166	"+"	15632	"uORF"
"15633"	"ENST00000641151.2"	"6"	29108196	29108288	"+"	15633	"uORF"
"15634"	"ENST00000641151.2"	"6"	29108199	29108288	"+"	15634	"uORF"
"15635"	"ENST00000641151.2"	"6"	29108234	29108263	"+"	15635	"uORF"
"15636"	"ENST00000641151.2"	"6"	29108541	29108567	"+"	15636	"uORF"
"15637"	"ENST00000641156.1"	"11"	6006387	6006395	"-"	15637	"uORF"
"15638"	"ENST00000641156.1"	"11"	6006370	6006387	"-"	15638	"uORF"
"15639"	"ENST00000641160.1"	"11"	5944845	5944853	"+"	15639	"uORF"
"15640"	"ENST00000641160.1"	"11"	5944860	5944904	"+"	15640	"uORF"
"15641"	"ENST00000641160.1"	"11"	5944876	5944992	"+"	15641	"uORF"
"15642"	"ENST00000641160.1"	"11"	5944924	5944992	"+"	15642	"uORF"
"15643"	"ENST00000641160.1"	"11"	5944978	5944992	"+"	15643	"uORF"
"15644"	"ENST00000641172.1"	"14"	19931007	19931048	"+"	15644	"uORF"
"15645"	"ENST00000641172.1"	"14"	19931045	19935651	"+"	15645	"uORF"
"15646"	"ENST00000641172.1"	"14"	19931072	19935651	"+"	15646	"uORF"
"15647"	"ENST00000641181.1"	"11"	5781696	5783338	"-"	15647	"uORF"
"15648"	"ENST00000641181.1"	"11"	5781670	5781744	"-"	15648	"uORF"
"15649"	"ENST00000641181.1"	"11"	5781696	5781740	"-"	15649	"uORF"
"15650"	"ENST00000641181.1"	"11"	5781554	5781733	"-"	15650	"uORF"
"15651"	"ENST00000641181.1"	"11"	5781670	5781717	"-"	15651	"uORF"
"15652"	"ENST00000641181.1"	"11"	5781670	5781699	"-"	15652	"uORF"
"15653"	"ENST00000641181.1"	"11"	5781670	5781681	"-"	15653	"uORF"
"15654"	"ENST00000641181.1"	"11"	5781554	5781610	"-"	15654	"uORF"
"15655"	"ENST00000641181.1"	"11"	5781571	5781588	"-"	15655	"uORF"
"15656"	"ENST00000641181.1"	"11"	5778636	5781537	"-"	15656	"uORF"
"15657"	"ENST00000641181.1"	"11"	5778636	5778656	"-"	15657	"uORF"
"15658"	"ENST00000641193.1"	"1"	248635066	248635086	"-"	15658	"uORF"
"15659"	"ENST00000641196.1"	"11"	6799608	6799685	"-"	15659	"uORF"
"15660"	"ENST00000641196.1"	"11"	6799608	6799637	"-"	15660	"uORF"
"15661"	"ENST00000641196.1"	"11"	6799556	6799567	"-"	15661	"uORF"
"15662"	"ENST00000641196.1"	"11"	6795799	6795831	"-"	15662	"uORF"
"15663"	"ENST00000641200.1"	"14"	19780301	19780318	"+"	15663	"uORF"
"15664"	"ENST00000641202.1"	"12"	55451354	55451398	"+"	15664	"uORF"
"15665"	"ENST00000641202.1"	"12"	55451360	55451398	"+"	15665	"uORF"
"15666"	"ENST00000641202.1"	"12"	55451386	55451637	"+"	15666	"uORF"
"15667"	"ENST00000641202.1"	"12"	55451412	55451423	"+"	15667	"uORF"
"15668"	"ENST00000641202.1"	"12"	55451536	55451637	"+"	15668	"uORF"
"15669"	"ENST00000641202.1"	"12"	55451546	55451566	"+"	15669	"uORF"
"15670"	"ENST00000641202.1"	"12"	55451655	55451753	"+"	15670	"uORF"
"15671"	"ENST00000641202.1"	"12"	55451777	55451800	"+"	15671	"uORF"
"15672"	"ENST00000641202.1"	"12"	55451800	55451871	"+"	15672	"uORF"
"15673"	"ENST00000641202.1"	"12"	55451854	55451871	"+"	15673	"uORF"
"15674"	"ENST00000641202.1"	"12"	55451873	55451944	"+"	15674	"uORF"
"15675"	"ENST00000641202.1"	"12"	55451951	55451965	"+"	15675	"uORF"
"15676"	"ENST00000641202.1"	"12"	55451962	55452000	"+"	15676	"uORF"
"15677"	"ENST00000641202.1"	"12"	55452123	55452143	"+"	15677	"uORF"
"15678"	"ENST00000641220.1"	"1"	248277780	248277887	"-"	15678	"uORF"
"15679"	"ENST00000641220.1"	"1"	248277780	248277797	"-"	15679	"uORF"
"15680"	"ENST00000641238.1"	"11"	7930991	7931224	"-"	15680	"uORF"
"15681"	"ENST00000641238.1"	"11"	7930436	7930492	"-"	15681	"uORF"
"15682"	"ENST00000641238.1"	"11"	7930355	7930378	"-"	15682	"uORF"
"15683"	"ENST00000641238.1"	"11"	7930291	7930308	"-"	15683	"uORF"
"15684"	"ENST00000641238.1"	"11"	7930229	7930294	"-"	15684	"uORF"
"15685"	"ENST00000641238.1"	"11"	7930206	7930250	"-"	15685	"uORF"
"15686"	"ENST00000641238.1"	"11"	7930099	7930110	"-"	15686	"uORF"
"15687"	"ENST00000641238.1"	"11"	7930070	7930090	"-"	15687	"uORF"
"15688"	"ENST00000641238.1"	"11"	7929795	7929827	"-"	15688	"uORF"
"15689"	"ENST00000641238.1"	"11"	7929809	7929817	"-"	15689	"uORF"
"15690"	"ENST00000641238.1"	"11"	7929795	7929803	"-"	15690	"uORF"
"15691"	"ENST00000641238.1"	"11"	7929714	7929773	"-"	15691	"uORF"
"15692"	"ENST00000641238.1"	"11"	7929628	7929765	"-"	15692	"uORF"
"15693"	"ENST00000641238.1"	"11"	7929714	7929725	"-"	15693	"uORF"
"15694"	"ENST00000641238.1"	"11"	7929628	7929678	"-"	15694	"uORF"
"15695"	"ENST00000641238.1"	"11"	7929636	7929653	"-"	15695	"uORF"
"15696"	"ENST00000641238.1"	"11"	7929542	7929580	"-"	15696	"uORF"
"15697"	"ENST00000641238.1"	"11"	7929534	7929548	"-"	15697	"uORF"
"15698"	"ENST00000641238.1"	"11"	7929501	7929512	"-"	15698	"uORF"
"15699"	"ENST00000641238.1"	"11"	7929433	7929504	"-"	15699	"uORF"
"15700"	"ENST00000641238.1"	"11"	7929433	7929492	"-"	15700	"uORF"
"15701"	"ENST00000641238.1"	"11"	7929335	7929424	"-"	15701	"uORF"
"15702"	"ENST00000641238.1"	"11"	7929335	7929412	"-"	15702	"uORF"
"15703"	"ENST00000641238.1"	"11"	7929262	7929390	"-"	15703	"uORF"
"15704"	"ENST00000641238.1"	"11"	7929284	7929307	"-"	15704	"uORF"
"15705"	"ENST00000641238.1"	"11"	7929159	7929251	"-"	15705	"uORF"
"15706"	"ENST00000641238.1"	"11"	7929159	7929221	"-"	15706	"uORF"
"15707"	"ENST00000641238.1"	"11"	7929125	7929208	"-"	15707	"uORF"
"15708"	"ENST00000641238.1"	"11"	7929125	7929133	"-"	15708	"uORF"
"15709"	"ENST00000641238.1"	"11"	7928919	7928990	"-"	15709	"uORF"
"15710"	"ENST00000641238.1"	"11"	7928962	7928985	"-"	15710	"uORF"
"15711"	"ENST00000641238.1"	"11"	7928902	7928937	"-"	15711	"uORF"
"15712"	"ENST00000641238.1"	"11"	7928728	7928751	"-"	15712	"uORF"
"15713"	"ENST00000641238.1"	"11"	7928690	7928728	"-"	15713	"uORF"
"15714"	"ENST00000641256.1"	"1"	247760464	247760475	"-"	15714	"uORF"
"15715"	"ENST00000641258.1"	"11"	6783047	6783070	"+"	15715	"uORF"
"15716"	"ENST00000641258.1"	"11"	6783133	6783168	"+"	15716	"uORF"
"15717"	"ENST00000641276.1"	"1"	248303396	248303413	"-"	15717	"uORF"
"15718"	"ENST00000641276.1"	"1"	248301420	248301524	"-"	15718	"uORF"
"15719"	"ENST00000641276.1"	"1"	248301410	248301463	"-"	15719	"uORF"
"15720"	"ENST00000641288.2"	"19"	9178987	9179010	"+"	15720	"uORF"
"15721"	"ENST00000641288.2"	"19"	9179012	9179023	"+"	15721	"uORF"
"15722"	"ENST00000641288.2"	"19"	9179020	9180707	"+"	15722	"uORF"
"15723"	"ENST00000641288.2"	"19"	9180704	9180739	"+"	15723	"uORF"
"15724"	"ENST00000641288.2"	"19"	9180707	9180739	"+"	15724	"uORF"
"15725"	"ENST00000641291.1"	"11"	58189108	58190386	"+"	15725	"uORF"
"15726"	"ENST00000641329.1"	"12"	55126434	55126493	"+"	15726	"uORF"
"15727"	"ENST00000641342.2"	"11"	58426663	58428070	"-"	15727	"uORF"
"15728"	"ENST00000641342.2"	"11"	58426650	58428042	"-"	15728	"uORF"
"15729"	"ENST00000641351.3"	"11"	124183357	124183368	"+"	15729	"uORF"
"15730"	"ENST00000641351.3"	"11"	124183365	124185260	"+"	15730	"uORF"
"15731"	"ENST00000641380.1"	"3"	98147551	98149381	"+"	15731	"uORF"
"15732"	"ENST00000641380.1"	"3"	98149373	98149381	"+"	15732	"uORF"
"15733"	"ENST00000641386.2"	"14"	20110812	20110823	"+"	15733	"uORF"
"15734"	"ENST00000641386.2"	"14"	20110837	20110878	"+"	15734	"uORF"
"15735"	"ENST00000641412.1"	"7"	143954863	143954880	"+"	15735	"uORF"
"15736"	"ENST00000641412.1"	"7"	143954872	143954880	"+"	15736	"uORF"
"15737"	"ENST00000641412.1"	"7"	143954953	143955045	"+"	15737	"uORF"
"15738"	"ENST00000641412.1"	"7"	143955073	143958975	"+"	15738	"uORF"
"15739"	"ENST00000641417.1"	"6"	29170913	29170951	"+"	15739	"uORF"
"15740"	"ENST00000641417.1"	"6"	29170975	29170983	"+"	15740	"uORF"
"15741"	"ENST00000641417.1"	"6"	29171000	29173635	"+"	15741	"uORF"
"15742"	"ENST00000641417.1"	"6"	29171015	29173635	"+"	15742	"uORF"
"15743"	"ENST00000641417.1"	"6"	29171052	29171063	"+"	15743	"uORF"
"15744"	"ENST00000641419.1"	"19"	15812874	15815585	"-"	15744	"uORF"
"15745"	"ENST00000641419.1"	"19"	15812874	15815570	"-"	15745	"uORF"
"15746"	"ENST00000641419.1"	"19"	15812857	15812877	"-"	15746	"uORF"
"15747"	"ENST00000641419.1"	"19"	15812314	15812820	"-"	15747	"uORF"
"15748"	"ENST00000641419.1"	"19"	15812290	15812307	"-"	15748	"uORF"
"15749"	"ENST00000641419.1"	"19"	15808841	15812279	"-"	15749	"uORF"
"15750"	"ENST00000641439.1"	"11"	58125481	58125498	"-"	15750	"uORF"
"15751"	"ENST00000641439.1"	"11"	58124636	58125314	"-"	15751	"uORF"
"15752"	"ENST00000641439.1"	"11"	58124439	58124471	"-"	15752	"uORF"
"15753"	"ENST00000641439.1"	"11"	58124439	58124459	"-"	15753	"uORF"
"15754"	"ENST00000641440.1"	"11"	55723863	55723964	"+"	15754	"uORF"
"15755"	"ENST00000641450.1"	"3"	98166697	98166726	"+"	15755	"uORF"
"15756"	"ENST00000641450.1"	"3"	98166715	98166726	"+"	15756	"uORF"
"15757"	"ENST00000641450.1"	"3"	98166726	98166749	"+"	15757	"uORF"
"15758"	"ENST00000641450.1"	"3"	98166730	98166783	"+"	15758	"uORF"
"15759"	"ENST00000641450.1"	"3"	98168687	98168695	"+"	15759	"uORF"
"15760"	"ENST00000641451.2"	"11"	124384461	124384475	"-"	15760	"uORF"
"15761"	"ENST00000641451.2"	"11"	124383353	124384407	"-"	15761	"uORF"
"15762"	"ENST00000641461.1"	"11"	6863120	6863155	"+"	15762	"uORF"
"15763"	"ENST00000641461.1"	"11"	6863279	6863299	"+"	15763	"uORF"
"15764"	"ENST00000641461.1"	"11"	6863283	6869625	"+"	15764	"uORF"
"15765"	"ENST00000641461.1"	"11"	6863292	6869625	"+"	15765	"uORF"
"15766"	"ENST00000641461.1"	"11"	6863296	6869671	"+"	15766	"uORF"
"15767"	"ENST00000641461.1"	"11"	6863303	6863323	"+"	15767	"uORF"
"15768"	"ENST00000641461.1"	"11"	6863307	6869625	"+"	15768	"uORF"
"15769"	"ENST00000641461.1"	"11"	6863333	6869657	"+"	15769	"uORF"
"15770"	"ENST00000641461.1"	"11"	6869681	6869716	"+"	15770	"uORF"
"15771"	"ENST00000641462.2"	"4"	86360006	86360050	"-"	15771	"uORF"
"15772"	"ENST00000641462.2"	"4"	86360006	86360023	"-"	15772	"uORF"
"15773"	"ENST00000641462.2"	"4"	86359790	86359939	"-"	15773	"uORF"
"15774"	"ENST00000641462.2"	"4"	86359790	86359915	"-"	15774	"uORF"
"15775"	"ENST00000641462.2"	"4"	86359675	86359752	"-"	15775	"uORF"
"15776"	"ENST00000641462.2"	"4"	86359716	86359739	"-"	15776	"uORF"
"15777"	"ENST00000641462.2"	"4"	86359716	86359730	"-"	15777	"uORF"
"15778"	"ENST00000641462.2"	"4"	86354567	86359660	"-"	15778	"uORF"
"15779"	"ENST00000641462.2"	"4"	86354572	86354598	"-"	15779	"uORF"
"15780"	"ENST00000641470.1"	"1"	247716592	247716624	"-"	15780	"uORF"
"15781"	"ENST00000641470.1"	"1"	247716558	247716608	"-"	15781	"uORF"
"15782"	"ENST00000641470.1"	"1"	247716535	247716546	"-"	15782	"uORF"
"15783"	"ENST00000641470.1"	"1"	247716454	247716519	"-"	15783	"uORF"
"15784"	"ENST00000641470.1"	"1"	247716387	247716515	"-"	15784	"uORF"
"15785"	"ENST00000641470.1"	"1"	247716398	247716406	"-"	15785	"uORF"
"15786"	"ENST00000641470.1"	"1"	247713935	247716394	"-"	15786	"uORF"
"15787"	"ENST00000641470.1"	"1"	247713951	247716353	"-"	15787	"uORF"
"15788"	"ENST00000641470.1"	"1"	247712808	247713895	"-"	15788	"uORF"
