"transcript" "orf_type" "count"
"7882" "ENST00000284268.8" "oORF" 1
"7883" "ENST00000284287.6" "oORF" 2
"7884" "ENST00000284503.7" "oORF" 1
"7885" "ENST00000284856.4" "oORF" 1
"7886" "ENST00000285018.5" "oORF" 1
"7887" "ENST00000285083.10" "oORF" 1
"7888" "ENST00000285805.3" "oORF" 4
"7889" "ENST00000285900.10" "oORF" 2
"7890" "ENST00000286494.9" "oORF" 1
"7891" "ENST00000286604.9" "oORF" 1
"7892" "ENST00000286628.14" "oORF" 1
"7893" "ENST00000286719.12" "oORF" 1
"7894" "ENST00000286732.5" "oORF" 1
"7895" "ENST00000286800.8" "oORF" 3
"7896" "ENST00000287042.5" "oORF" 1
"7897" "ENST00000287169.8" "oORF" 1
"7898" "ENST00000287239.10" "oORF" 1
"7899" "ENST00000287598.11" "oORF" 1
"7900" "ENST00000287748.8" "oORF" 1
"7901" "ENST00000287934.4" "oORF" 1
"7902" "ENST00000288087.12" "oORF" 1
"7903" "ENST00000288228.10" "oORF" 1
"7904" "ENST00000289081.8" "oORF" 1
"7905" "ENST00000289359.6" "oORF" 1
"7906" "ENST00000289361.11" "oORF" 2
"7907" "ENST00000289429.6" "oORF" 1
"7908" "ENST00000289753.2" "oORF" 1
"7909" "ENST00000290015.7" "oORF" 1
"7910" "ENST00000290294.5" "oORF" 1
"7911" "ENST00000290295.8" "oORF" 1
"7912" "ENST00000290374.5" "oORF" 1
"7913" "ENST00000290399.11" "oORF" 1
"7914" "ENST00000290567.14" "oORF" 1
"7915" "ENST00000291041.6" "oORF" 2
"7916" "ENST00000291270.9" "oORF" 1
"7917" "ENST00000291547.10" "oORF" 2
"7918" "ENST00000291592.6" "oORF" 1
"7919" "ENST00000291688.6" "oORF" 1
"7920" "ENST00000291691.12" "oORF" 1
"7921" "ENST00000291759.5" "oORF" 1
"7922" "ENST00000292377.4" "oORF" 1
"7923" "ENST00000292430.10" "oORF" 1
"7924" "ENST00000292431.5" "oORF" 1
"7925" "ENST00000292513.4" "oORF" 1
"7926" "ENST00000292524.6" "oORF" 1
"7927" "ENST00000292562.12" "oORF" 1
"7928" "ENST00000292577.12" "oORF" 2
"7929" "ENST00000292591.12" "oORF" 1
"7930" "ENST00000292841.10" "oORF" 1
"7931" "ENST00000292928.7" "oORF" 1
"7932" "ENST00000293261.8" "oORF" 1
"7933" "ENST00000293441.6" "oORF" 1
"7934" "ENST00000293778.12" "oORF" 1
"7935" "ENST00000293861.8" "oORF" 2
"7936" "ENST00000294179.8" "oORF" 1
"7937" "ENST00000294189.11" "oORF" 1
"7938" "ENST00000294288.5" "oORF" 1
"7939" "ENST00000294635.5" "oORF" 1
"7940" "ENST00000294854.13" "oORF" 1
"7941" "ENST00000295057.4" "oORF" 2
"7942" "ENST00000295095.11" "oORF" 1
"7943" "ENST00000295124.9" "oORF" 1
"7944" "ENST00000295150.8" "oORF" 1
"7945" "ENST00000295225.10" "oORF" 1
"7946" "ENST00000295269.5" "oORF" 1
"7947" "ENST00000295542.6" "oORF" 1
"7948" "ENST00000295682.6" "oORF" 2
"7949" "ENST00000295702.9" "oORF" 2
"7950" "ENST00000295754.10" "oORF" 1
"7951" "ENST00000295809.12" "oORF" 1
"7952" "ENST00000295824.14" "oORF" 3
"7953" "ENST00000295971.12" "oORF" 1
"7954" "ENST00000296043.7" "oORF" 1
"7955" "ENST00000296088.12" "oORF" 1
"7956" "ENST00000296145.6" "oORF" 1
"7957" "ENST00000296149.9" "oORF" 1
"7958" "ENST00000296326.8" "oORF" 1
"7959" "ENST00000296438.9" "oORF" 1
"7960" "ENST00000296473.8" "oORF" 1
"7961" "ENST00000296498.3" "oORF" 1
"7962" "ENST00000296575.8" "oORF" 1
"7963" "ENST00000296786.8" "oORF" 1
"7964" "ENST00000296792.9" "oORF" 1
"7965" "ENST00000296795.8" "oORF" 1
"7966" "ENST00000296805.8" "oORF" 1
"7967" "ENST00000296861.2" "oORF" 2
"7968" "ENST00000297012.5" "oORF" 1
"7969" "ENST00000297261.7" "oORF" 1
"7970" "ENST00000297273.9" "oORF" 1
"7971" "ENST00000297307.7" "oORF" 1
"7972" "ENST00000297323.12" "oORF" 1
"7973" "ENST00000297324.5" "oORF" 1
"7974" "ENST00000297325.9" "oORF" 2
"7975" "ENST00000297532.11" "oORF" 1
"7976" "ENST00000297598.5" "oORF" 1
"7977" "ENST00000297625.8" "oORF" 1
"7978" "ENST00000297788.9" "oORF" 1
"7979" "ENST00000297819.4" "oORF" 1
"7980" "ENST00000298125.7" "oORF" 1
"7981" "ENST00000298181.6" "oORF" 1
"7982" "ENST00000298223.11" "oORF" 1
"7983" "ENST00000298251.5" "oORF" 1
"7984" "ENST00000298316.7" "oORF" 1
"7985" "ENST00000298630.8" "oORF" 1
"7986" "ENST00000298705.6" "oORF" 1
"7987" "ENST00000298743.9" "oORF" 2
"7988" "ENST00000298746.5" "oORF" 1
"7989" "ENST00000298767.10" "oORF" 1
"7990" "ENST00000298786.5" "oORF" 2
"7991" "ENST00000298832.14" "oORF" 1
"7992" "ENST00000298910.12" "oORF" 1
"7993" "ENST00000298999.8" "oORF" 1
"7994" "ENST00000299140.8" "oORF" 1
"7995" "ENST00000299178.4" "oORF" 1
"7996" "ENST00000299481.5" "oORF" 1
"7997" "ENST00000299506.3" "oORF" 1
"7998" "ENST00000299578.10" "oORF" 1
"7999" "ENST00000299638.8" "oORF" 1
"8000" "ENST00000299642.10" "oORF" 1
"8001" "ENST00000299847.7" "oORF" 1
"8002" "ENST00000299980.9" "oORF" 1
"8003" "ENST00000300030.8" "oORF" 1
"8004" "ENST00000300055.10" "oORF" 1
"8005" "ENST00000300061.3" "oORF" 1
"8006" "ENST00000300105.7" "oORF" 1
"8007" "ENST00000300134.8" "oORF" 1
"8008" "ENST00000300141.11" "oORF" 1
"8009" "ENST00000300179.7" "oORF" 1
"8010" "ENST00000300181.7" "oORF" 1
"8011" "ENST00000300408.8" "oORF" 1
"8012" "ENST00000300456.5" "oORF" 1
"8013" "ENST00000300605.11" "oORF" 1
"8014" "ENST00000300692.9" "oORF" 1
"8015" "ENST00000300896.9" "oORF" 1
"8016" "ENST00000301067.12" "oORF" 1
"8017" "ENST00000301073.4" "oORF" 2
"8018" "ENST00000301190.11" "oORF" 1
"8019" "ENST00000301295.11" "oORF" 1
"8020" "ENST00000301327.5" "oORF" 2
"8021" "ENST00000301407.8" "oORF" 1
"8022" "ENST00000301463.9" "oORF" 2
"8023" "ENST00000301480.5" "oORF" 1
"8024" "ENST00000301732.10" "oORF" 1
"8025" "ENST00000301981.8" "oORF" 1
"8026" "ENST00000301998.5" "oORF" 2
"8027" "ENST00000302035.11" "oORF" 1
"8028" "ENST00000302040.6" "oORF" 2
"8029" "ENST00000302103.6" "oORF" 1
"8030" "ENST00000302259.5" "oORF" 1
"8031" "ENST00000302313.10" "oORF" 1
"8032" "ENST00000302327.4" "oORF" 2
"8033" "ENST00000302609.8" "oORF" 1
"8034" "ENST00000302681.3" "oORF" 1
"8035" "ENST00000302851.8" "oORF" 1
"8036" "ENST00000302909.4" "oORF" 1
"8037" "ENST00000302938.4" "oORF" 1
"8038" "ENST00000302964.4" "oORF" 1
"8039" "ENST00000303142.11" "oORF" 1
"8040" "ENST00000303236.9" "oORF" 1
"8041" "ENST00000303372.7" "oORF" 1
"8042" "ENST00000303400.9" "oORF" 1
"8043" "ENST00000303450.5" "oORF" 1
"8044" "ENST00000303728.5" "oORF" 2
"8045" "ENST00000303775.10" "oORF" 1
"8046" "ENST00000303804.5" "oORF" 2
"8047" "ENST00000303961.9" "oORF" 2
"8048" "ENST00000303965.9" "oORF" 1
"8049" "ENST00000303991.5" "oORF" 1
"8050" "ENST00000304056.9" "oORF" 1
"8051" "ENST00000304081.9" "oORF" 1
"8052" "ENST00000304084.13" "oORF" 1
"8053" "ENST00000304101.9" "oORF" 4
"8054" "ENST00000304236.2" "oORF" 2
"8055" "ENST00000304271.11" "oORF" 2
"8056" "ENST00000304283.9" "oORF" 1
"8057" "ENST00000304301.11" "oORF" 1
"8058" "ENST00000304330.9" "oORF" 1
"8059" "ENST00000304363.9" "oORF" 1
"8060" "ENST00000304374.4" "oORF" 1
"8061" "ENST00000304381.10" "oORF" 1
"8062" "ENST00000304402.6" "oORF" 1
"8063" "ENST00000304418.5" "oORF" 3
"8064" "ENST00000304502.5" "oORF" 1
"8065" "ENST00000304519.10" "oORF" 1
"8066" "ENST00000304523.10" "oORF" 1
"8067" "ENST00000304543.10" "oORF" 1
"8068" "ENST00000304552.5" "oORF" 1
"8069" "ENST00000304636.9" "oORF" 1
"8070" "ENST00000304698.10" "oORF" 1
"8071" "ENST00000304788.4" "oORF" 1
"8072" "ENST00000304800.14" "oORF" 1
"8073" "ENST00000304801.6" "oORF" 1
"8074" "ENST00000305046.13" "oORF" 1
"8075" "ENST00000305097.6" "oORF" 1
"8076" "ENST00000305123.6" "oORF" 1
"8077" "ENST00000305135.10" "oORF" 1
"8078" "ENST00000305513.12" "oORF" 1
"8079" "ENST00000305768.10" "oORF" 1
"8080" "ENST00000305783.13" "oORF" 1
"8081" "ENST00000305798.8" "oORF" 1
"8082" "ENST00000305815.10" "oORF" 2
"8083" "ENST00000305850.10" "oORF" 1
"8084" "ENST00000305901.7" "oORF" 1
"8085" "ENST00000305963.3" "oORF" 1
"8086" "ENST00000306177.10" "oORF" 1
"8087" "ENST00000306376.10" "oORF" 1
"8088" "ENST00000306658.8" "oORF" 1
"8089" "ENST00000306666.10" "oORF" 1
"8090" "ENST00000306688.8" "oORF" 1
"8091" "ENST00000306917.5" "oORF" 1
"8092" "ENST00000307017.9" "oORF" 1
"8093" "ENST00000307050.6" "oORF" 1
"8094" "ENST00000307161.5" "oORF" 1
"8095" "ENST00000307340.8" "oORF" 1
"8096" "ENST00000307388.2" "oORF" 2
"8097" "ENST00000307546.14" "oORF" 1
"8098" "ENST00000307588.8" "oORF" 1
"8099" "ENST00000307741.11" "oORF" 1
"8100" "ENST00000307944.6" "oORF" 1
"8101" "ENST00000308031.10" "oORF" 1
"8102" "ENST00000308064.7" "oORF" 1
"8103" "ENST00000308086.3" "oORF" 1
"8104" "ENST00000308132.11" "oORF" 1
"8105" "ENST00000308191.11" "oORF" 3
"8106" "ENST00000308249.4" "oORF" 1
"8107" "ENST00000308528.9" "oORF" 1
"8108" "ENST00000308618.5" "oORF" 1
"8109" "ENST00000308660.6" "oORF" 1
"8110" "ENST00000308824.11" "oORF" 1
"8111" "ENST00000308874.12" "oORF" 1
"8112" "ENST00000308979.7" "oORF" 1
"8113" "ENST00000309422.7" "oORF" 1
"8114" "ENST00000309428.10" "oORF" 1
"8115" "ENST00000309446.11" "oORF" 1
"8116" "ENST00000309575.5" "oORF" 1
"8117" "ENST00000309822.7" "oORF" 1
"8118" "ENST00000309868.12" "oORF" 1
"8119" "ENST00000309993.3" "oORF" 1
"8120" "ENST00000310045.9" "oORF" 2
"8121" "ENST00000310144.11" "oORF" 1
"8122" "ENST00000310396.10" "oORF" 1
"8123" "ENST00000310447.10" "oORF" 1
"8124" "ENST00000310455.4" "oORF" 1
"8125" "ENST00000310521.6" "oORF" 1
"8126" "ENST00000310544.9" "oORF" 1
"8127" "ENST00000310673.4" "oORF" 1
"8128" "ENST00000310775.12" "oORF" 1
"8129" "ENST00000310791.4" "oORF" 2
"8130" "ENST00000310842.9" "oORF" 1
"8131" "ENST00000310914.10" "oORF" 1
"8132" "ENST00000310924.7" "oORF" 2
"8133" "ENST00000311069.6" "oORF" 4
"8134" "ENST00000311104.3" "oORF" 1
"8135" "ENST00000311117.8" "oORF" 3
"8136" "ENST00000311170.5" "oORF" 1
"8137" "ENST00000311177.7" "oORF" 1
"8138" "ENST00000311189.8" "oORF" 1
"8139" "ENST00000311417.7" "oORF" 1
"8140" "ENST00000311437.11" "oORF" 1
"8141" "ENST00000311450.9" "oORF" 1
"8142" "ENST00000311575.6" "oORF" 1
"8143" "ENST00000311772.10" "oORF" 1
"8144" "ENST00000311875.11" "oORF" 1
"8145" "ENST00000312053.9" "oORF" 1
"8146" "ENST00000312196.10" "oORF" 1
"8147" "ENST00000312465.12" "oORF" 2
"8148" "ENST00000312527.9" "oORF" 1
"8149" "ENST00000312553.10" "oORF" 1
"8150" "ENST00000312579.4" "oORF" 1
"8151" "ENST00000312655.9" "oORF" 1
"8152" "ENST00000312693.4" "oORF" 1
"8153" "ENST00000312719.10" "oORF" 1
"8154" "ENST00000312828.4" "oORF" 1
"8155" "ENST00000312960.4" "oORF" 1
"8156" "ENST00000313071.7" "oORF" 1
"8157" "ENST00000313164.10" "oORF" 1
"8158" "ENST00000313182.7" "oORF" 1
"8159" "ENST00000313421.11" "oORF" 1
"8160" "ENST00000313503.2" "oORF" 1
"8161" "ENST00000313726.11" "oORF" 1
"8162" "ENST00000314073.10" "oORF" 1
"8163" "ENST00000314134.4" "oORF" 1
"8164" "ENST00000314218.8" "oORF" 1
"8165" "ENST00000314254.3" "oORF" 1
"8166" "ENST00000314256.12" "oORF" 2
"8167" "ENST00000314328.14" "oORF" 1
"8168" "ENST00000314446.10" "oORF" 1
"8169" "ENST00000314485.12" "oORF" 1
"8170" "ENST00000314574.5" "oORF" 1
"8171" "ENST00000314636.3" "oORF" 1
"8172" "ENST00000314742.13" "oORF" 1
"8173" "ENST00000315005.8" "oORF" 1
"8174" "ENST00000315099.3" "oORF" 1
"8175" "ENST00000315212.4" "oORF" 1
"8176" "ENST00000315285.9" "oORF" 1
"8177" "ENST00000315366.8" "oORF" 1
"8178" "ENST00000315520.10" "oORF" 1
"8179" "ENST00000315596.15" "oORF" 1
"8180" "ENST00000315677.8" "oORF" 1
"8181" "ENST00000315732.3" "oORF" 1
"8182" "ENST00000316077.14" "oORF" 2
"8183" "ENST00000316149.8" "oORF" 1
"8184" "ENST00000316185.9" "oORF" 1
"8185" "ENST00000316300.10" "oORF" 1
"8186" "ENST00000316333.9" "oORF" 1
"8187" "ENST00000316428.10" "oORF" 1
"8188" "ENST00000316529.3" "oORF" 1
"8189" "ENST00000316673.9" "oORF" 1
"8190" "ENST00000316715.9" "oORF" 1
"8191" "ENST00000316754.8" "oORF" 1
"8192" "ENST00000316757.4" "oORF" 1
"8193" "ENST00000316997.9" "oORF" 1
"8194" "ENST00000317011.8" "oORF" 1
"8195" "ENST00000317025.13" "oORF" 1
"8196" "ENST00000317037.3" "oORF" 3
"8197" "ENST00000317096.9" "oORF" 1
"8198" "ENST00000317121.6" "oORF" 1
"8199" "ENST00000317147.10" "oORF" 1
"8200" "ENST00000317216.3" "oORF" 1
"8201" "ENST00000317276.9" "oORF" 1
"8202" "ENST00000317620.14" "oORF" 1
"8203" "ENST00000317658.5" "oORF" 2
"8204" "ENST00000317676.3" "oORF" 2
"8205" "ENST00000317735.7" "oORF" 1
"8206" "ENST00000317746.3" "oORF" 1
"8207" "ENST00000317749.9" "oORF" 1
"8208" "ENST00000317868.9" "oORF" 1
"8209" "ENST00000317931.12" "oORF" 2
"8210" "ENST00000317955.10" "oORF" 1
"8211" "ENST00000318244.4" "oORF" 1
"8212" "ENST00000318407.5" "oORF" 1
"8213" "ENST00000318881.11" "oORF" 1
"8214" "ENST00000318934.9" "oORF" 2
"8215" "ENST00000319070.3" "oORF" 1
"8216" "ENST00000319080.12" "oORF" 1
"8217" "ENST00000319190.11" "oORF" 1
"8218" "ENST00000319349.10" "oORF" 1
"8219" "ENST00000319449.9" "oORF" 1
"8220" "ENST00000319460.2" "oORF" 1
"8221" "ENST00000319636.10" "oORF" 1
"8222" "ENST00000319669.5" "oORF" 2
"8223" "ENST00000319856.5" "oORF" 3
"8224" "ENST00000320078.12" "oORF" 1
"8225" "ENST00000320246.10" "oORF" 1
"8226" "ENST00000320567.6" "oORF" 1
"8227" "ENST00000320634.8" "oORF" 1
"8228" "ENST00000320756.7" "oORF" 1
"8229" "ENST00000320934.8" "oORF" 2
"8230" "ENST00000321039.5" "oORF" 1
"8231" "ENST00000321149.7" "oORF" 6
"8232" "ENST00000321169.10" "oORF" 1
"8233" "ENST00000321196.8" "oORF" 1
"8234" "ENST00000321348.9" "oORF" 1
"8235" "ENST00000321535.5" "oORF" 1
"8236" "ENST00000321599.9" "oORF" 1
"8237" "ENST00000321871.11" "oORF" 2
"8238" "ENST00000321895.7" "oORF" 1
"8239" "ENST00000322110.8" "oORF" 1
"8240" "ENST00000322177.6" "oORF" 1
"8241" "ENST00000322217.6" "oORF" 1
"8242" "ENST00000322527.4" "oORF" 2
"8243" "ENST00000322564.9" "oORF" 1
"8244" "ENST00000322630.3" "oORF" 1
"8245" "ENST00000322653.7" "oORF" 1
"8246" "ENST00000322734.2" "oORF" 1
"8247" "ENST00000322893.12" "oORF" 1
"8248" "ENST00000322957.7" "oORF" 1
"8249" "ENST00000323022.10" "oORF" 1
"8250" "ENST00000323040.5" "oORF" 1
"8251" "ENST00000323084.9" "oORF" 1
"8252" "ENST00000323169.10" "oORF" 1
"8253" "ENST00000323404.2" "oORF" 1
"8254" "ENST00000323460.10" "oORF" 1
"8255" "ENST00000323571.9" "oORF" 1
"8256" "ENST00000323684.4" "oORF" 1
"8257" "ENST00000323776.11" "oORF" 3
"8258" "ENST00000323819.8" "oORF" 4
"8259" "ENST00000324093.9" "oORF" 1
"8260" "ENST00000324134.11" "oORF" 1
"8261" "ENST00000324194.12" "oORF" 1
"8262" "ENST00000324225.9" "oORF" 1
"8263" "ENST00000324464.8" "oORF" 1
"8264" "ENST00000324501.10" "oORF" 1
"8265" "ENST00000324602.12" "oORF" 1
"8266" "ENST00000324607.8" "oORF" 1
"8267" "ENST00000324675.4" "oORF" 2
"8268" "ENST00000324915.6" "oORF" 1
"8269" "ENST00000324978.8" "oORF" 1
"8270" "ENST00000325017.4" "oORF" 1
"8271" "ENST00000325192.8" "oORF" 2
"8272" "ENST00000325239.12" "oORF" 1
"8273" "ENST00000325285.8" "oORF" 2
"8274" "ENST00000325301.7" "oORF" 1
"8275" "ENST00000325366.14" "oORF" 1
"8276" "ENST00000325752.8" "oORF" 2
"8277" "ENST00000325805.13" "oORF" 1
"8278" "ENST00000325897.5" "oORF" 1
"8279" "ENST00000325954.9" "oORF" 2
"8280" "ENST00000326000.2" "oORF" 1
"8281" "ENST00000326274.6" "oORF" 2
"8282" "ENST00000326524.7" "oORF" 1
"8283" "ENST00000326724.9" "oORF" 1
"8284" "ENST00000326735.13" "oORF" 1
"8285" "ENST00000326756.4" "oORF" 1
"8286" "ENST00000326828.6" "oORF" 1
"8287" "ENST00000326840.11" "oORF" 1
"8288" "ENST00000327040.13" "oORF" 1
"8289" "ENST00000327097.5" "oORF" 1
"8290" "ENST00000327259.5" "oORF" 1
"8291" "ENST00000327305.11" "oORF" 1
"8292" "ENST00000327442.7" "oORF" 1
"8293" "ENST00000327451.11" "oORF" 1
"8294" "ENST00000327495.10" "oORF" 1
"8295" "ENST00000327532.7" "oORF" 1
"8296" "ENST00000327628.10" "oORF" 1
"8297" "ENST00000327671.10" "oORF" 3
"8298" "ENST00000327697.11" "oORF" 2
"8299" "ENST00000327906.8" "oORF" 1
"8300" "ENST00000327946.12" "oORF" 1
"8301" "ENST00000328313.10" "oORF" 1
"8302" "ENST00000328345.8" "oORF" 1
"8303" "ENST00000328405.7" "oORF" 1
"8304" "ENST00000328703.12" "oORF" 1
"8305" "ENST00000328882.6" "oORF" 1
"8306" "ENST00000329125.6" "oORF" 1
"8307" "ENST00000329312.5" "oORF" 1
"8308" "ENST00000329321.4" "oORF" 1
"8309" "ENST00000329478.4" "oORF" 1
"8310" "ENST00000329548.5" "oORF" 1
"8311" "ENST00000329582.9" "oORF" 1
"8312" "ENST00000329630.10" "oORF" 1
"8313" "ENST00000329797.8" "oORF" 4
"8314" "ENST00000329858.9" "oORF" 1
"8315" "ENST00000329903.5" "oORF" 1
"8316" "ENST00000329962.11" "oORF" 1
"8317" "ENST00000330083.6" "oORF" 1
"8318" "ENST00000330137.12" "oORF" 1
"8319" "ENST00000330175.9" "oORF" 1
"8320" "ENST00000330377.3" "oORF" 1
"8321" "ENST00000330432.12" "oORF" 1
"8322" "ENST00000330503.12" "oORF" 1
"8323" "ENST00000330523.10" "oORF" 1
"8324" "ENST00000330574.2" "oORF" 1
"8325" "ENST00000330684.4" "oORF" 1
"8326" "ENST00000330701.7" "oORF" 1
"8327" "ENST00000330817.11" "oORF" 1
"8328" "ENST00000330943.9" "oORF" 1
"8329" "ENST00000331289.5" "oORF" 1
"8330" "ENST00000331351.6" "oORF" 2
"8331" "ENST00000331373.10" "oORF" 1
"8332" "ENST00000331491.2" "oORF" 1
"8333" "ENST00000331920.11" "oORF" 1
"8334" "ENST00000332029.4" "oORF" 1
"8335" "ENST00000332149.10" "oORF" 1
"8336" "ENST00000332249.4" "oORF" 3
"8337" "ENST00000332281.6" "oORF" 1
"8338" "ENST00000332375.4" "oORF" 1
"8339" "ENST00000332395.7" "oORF" 1
"8340" "ENST00000332408.9" "oORF" 2
"8341" "ENST00000332624.8" "oORF" 2
"8342" "ENST00000332830.9" "oORF" 1
"8343" "ENST00000333017.7" "oORF" 1
"8344" "ENST00000333127.4" "oORF" 1
"8345" "ENST00000333149.7" "oORF" 4
"8346" "ENST00000333172.11" "oORF" 1
"8347" "ENST00000333206.10" "oORF" 1
"8348" "ENST00000333279.3" "oORF" 1
"8349" "ENST00000333323.6" "oORF" 1
"8350" "ENST00000333461.6" "oORF" 1
"8351" "ENST00000333590.6" "oORF" 1
"8352" "ENST00000333916.8" "oORF" 1
"8353" "ENST00000334025.3" "oORF" 2
"8354" "ENST00000334055.5" "oORF" 1
"8355" "ENST00000334126.12" "oORF" 1
"8356" "ENST00000334134.4" "oORF" 2
"8357" "ENST00000334166.9" "oORF" 1
"8358" "ENST00000334232.9" "oORF" 1
"8359" "ENST00000334295.9" "oORF" 1
"8360" "ENST00000334306.4" "oORF" 1
"8361" "ENST00000334307.10" "oORF" 1
"8362" "ENST00000334384.5" "oORF" 1
"8363" "ENST00000334456.10" "oORF" 1
"8364" "ENST00000334462.10" "oORF" 1
"8365" "ENST00000334463.4" "oORF" 1
"8366" "ENST00000334464.7" "oORF" 1
"8367" "ENST00000334529.10" "oORF" 1
"8368" "ENST00000334554.12" "oORF" 1
"8369" "ENST00000335186.3" "oORF" 1
"8370" "ENST00000335327.6" "oORF" 1
"8371" "ENST00000335496.5" "oORF" 1
"8372" "ENST00000335568.10" "oORF" 1
"8373" "ENST00000335725.9" "oORF" 1
"8374" "ENST00000335870.7" "oORF" 1
"8375" "ENST00000335875.9" "oORF" 1
"8376" "ENST00000335953.9" "oORF" 1
"8377" "ENST00000335965.11" "oORF" 2
"8378" "ENST00000336119.8" "oORF" 1
"8379" "ENST00000336152.8" "oORF" 1
"8380" "ENST00000336257.8" "oORF" 1
"8381" "ENST00000336307.6" "oORF" 1
"8382" "ENST00000336334.8" "oORF" 1
"8383" "ENST00000336338.10" "oORF" 1
"8384" "ENST00000336564.5" "oORF" 1
"8385" "ENST00000336596.7" "oORF" 4
"8386" "ENST00000336727.8" "oORF" 1
"8387" "ENST00000336890.10" "oORF" 1
"8388" "ENST00000337137.9" "oORF" 1
"8389" "ENST00000337488.11" "oORF" 1
"8390" "ENST00000337530.11" "oORF" 1
"8391" "ENST00000337539.12" "oORF" 1
"8392" "ENST00000337659.11" "oORF" 1
"8393" "ENST00000337664.9" "oORF" 1
"8394" "ENST00000337673.7" "oORF" 2
"8395" "ENST00000337737.8" "oORF" 1
"8396" "ENST00000337743.9" "oORF" 1
"8397" "ENST00000337768.10" "oORF" 2
"8398" "ENST00000337843.7" "oORF" 1
"8399" "ENST00000337872.9" "oORF" 1
"8400" "ENST00000337894.9" "oORF" 2
"8401" "ENST00000337938.7" "oORF" 1
"8402" "ENST00000338037.11" "oORF" 2
"8403" "ENST00000338040.6" "oORF" 1
"8404" "ENST00000338074.7" "oORF" 1
"8405" "ENST00000338379.6" "oORF" 1
"8406" "ENST00000338513.1" "oORF" 1
"8407" "ENST00000338700.10" "oORF" 2
"8408" "ENST00000338733.10" "oORF" 2
"8409" "ENST00000338965.9" "oORF" 1
"8410" "ENST00000339133.6" "oORF" 1
"8411" "ENST00000339209.9" "oORF" 1
"8412" "ENST00000339296.10" "oORF" 1
"8413" "ENST00000339313.10" "oORF" 1
"8414" "ENST00000339431.9" "oORF" 1
"8415" "ENST00000339464.9" "oORF" 1
"8416" "ENST00000339582.7" "oORF" 1
"8417" "ENST00000339732.10" "oORF" 1
"8418" "ENST00000339841.7" "oORF" 1
"8419" "ENST00000339876.11" "oORF" 1
"8420" "ENST00000339922.5" "oORF" 1
"8421" "ENST00000339992.4" "oORF" 1
"8422" "ENST00000339994.5" "oORF" 1
"8423" "ENST00000340080.9" "oORF" 1
"8424" "ENST00000340083.6" "oORF" 1
"8425" "ENST00000340134.5" "oORF" 2
"8426" "ENST00000340139.10" "oORF" 3
"8427" "ENST00000340446.5" "oORF" 2
"8428" "ENST00000340533.9" "oORF" 1
"8429" "ENST00000340553.8" "oORF" 1
"8430" "ENST00000340648.6" "oORF" 1
"8431" "ENST00000340652.5" "oORF" 1
"8432" "ENST00000340726.8" "oORF" 1
"8433" "ENST00000340806.7" "oORF" 2
"8434" "ENST00000340967.3" "oORF" 1
"8435" "ENST00000341016.5" "oORF" 1
"8436" "ENST00000341048.9" "oORF" 2
"8437" "ENST00000341068.8" "oORF" 1
"8438" "ENST00000341099.6" "oORF" 1
"8439" "ENST00000341181.11" "oORF" 2
"8440" "ENST00000341184.7" "oORF" 2
"8441" "ENST00000341249.11" "oORF" 1
"8442" "ENST00000341259.7" "oORF" 1
"8443" "ENST00000341285.8" "oORF" 1
"8444" "ENST00000341305.7" "oORF" 1
"8445" "ENST00000341469.7" "oORF" 1
"8446" "ENST00000341514.11" "oORF" 1
"8447" "ENST00000341552.10" "oORF" 1
"8448" "ENST00000341584.4" "oORF" 1
"8449" "ENST00000341744.8" "oORF" 1
"8450" "ENST00000341776.7" "oORF" 1
"8451" "ENST00000341785.5" "oORF" 1
"8452" "ENST00000341809.8" "oORF" 1
"8453" "ENST00000341864.6" "oORF" 1
"8454" "ENST00000341959.2" "oORF" 1
"8455" "ENST00000341976.5" "oORF" 2
"8456" "ENST00000342308.10" "oORF" 1
"8457" "ENST00000342331.5" "oORF" 1
"8458" "ENST00000342494.8" "oORF" 1
"8459" "ENST00000342537.8" "oORF" 1
"8460" "ENST00000342624.10" "oORF" 1
"8461" "ENST00000342649.9" "oORF" 1
"8462" "ENST00000342702.8" "oORF" 1
"8463" "ENST00000342740.6" "oORF" 1
"8464" "ENST00000342741.6" "oORF" 1
"8465" "ENST00000342788.9" "oORF" 1
"8466" "ENST00000342854.10" "oORF" 1
"8467" "ENST00000342907.3" "oORF" 1
"8468" "ENST00000342929.4" "oORF" 1
"8469" "ENST00000343002.7" "oORF" 1
"8470" "ENST00000343028.9" "oORF" 1
"8471" "ENST00000343399.5" "oORF" 3
"8472" "ENST00000343411.8" "oORF" 1
"8473" "ENST00000343455.8" "oORF" 2
"8474" "ENST00000343666.6" "oORF" 1
"8475" "ENST00000343736.9" "oORF" 2
"8476" "ENST00000343810.9" "oORF" 1
"8477" "ENST00000343837.8" "oORF" 1
"8478" "ENST00000344096.4" "oORF" 1
"8479" "ENST00000344138.9" "oORF" 1
"8480" "ENST00000344175.10" "oORF" 1
"8481" "ENST00000344423.10" "oORF" 1
"8482" "ENST00000344529.5" "oORF" 1
"8483" "ENST00000344532.8" "oORF" 1
"8484" "ENST00000344629.12" "oORF" 2
"8485" "ENST00000344641.8" "oORF" 1
"8486" "ENST00000344646.10" "oORF" 1
"8487" "ENST00000344686.8" "oORF" 1
"8488" "ENST00000344862.10" "oORF" 1
"8489" "ENST00000345080.5" "oORF" 2
