"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start" "stop" "stop_end" "cadd_stop"
"15981" "ENST00000641793.1" "14" 20019218 20019232 "-" 15981 "uORF" 20019230 20019232 0.750966111111112 20019218 20019220 0.668568222222222
"15982" "ENST00000641802.1" "1" 247536359 247536394 "-" 15982 "uORF" 247536392 247536394 0.315044888888889 247536359 247536361 0.308290333333333
"15983" "ENST00000641802.1" "1" 247536359 247536379 "-" 15983 "uORF" 247536377 247536379 0.235781777777778 247536359 247536361 0.308290333333333
"15984" "ENST00000641802.1" "1" 247536256 247536279 "-" 15984 "uORF" 247536277 247536279 0.283004888888889 247536256 247536258 0.502367777777778
"15985" "ENST00000641802.1" "1" 247536197 247536259 "-" 15985 "uORF" 247536257 247536259 0.562577777777778 247536197 247536199 -0.0531417777777777
"15986" "ENST00000641802.1" "1" 247536193 247536255 "-" 15986 "uORF" 247536253 247536255 0.134984111111111 247536193 247536195 -0.113520666666667
"15987" "ENST00000641802.1" "1" 247533878 247536190 "-" 15987 "uORF" 247536188 247536190 -0.0839250000000001 247533878 247533880 0.195508
"15988" "ENST00000641802.1" "1" 247533878 247536187 "-" 15988 "uORF" 247536185 247536187 -0.201177666666666 247533878 247533880 0.195508
"15989" "ENST00000641802.1" "1" 247533808 247533822 "-" 15989 "uORF" 247533820 247533822 0.169255444444445 247533808 247533810 0.257202222222222
"15990" "ENST00000641802.1" "1" 247533631 247533750 "-" 15990 "uORF" 247533748 247533750 0.335274888888889 247533631 247533633 0.258613444444444
"15991" "ENST00000641802.1" "1" 247533677 247533712 "-" 15991 "uORF" 247533710 247533712 0.173432888888889 247533677 247533679 0.132934444444445
"15992" "ENST00000641802.1" "1" 247533669 247533692 "-" 15992 "uORF" 247533690 247533692 0.159721444444445 247533669 247533671 0.0542956666666666
"15993" "ENST00000641802.1" "1" 247533631 247533672 "-" 15993 "uORF" 247533670 247533672 0.0421836666666666 247533631 247533633 0.258613444444444
"15994" "ENST00000641802.1" "1" 247533645 247533662 "-" 15994 "uORF" 247533660 247533662 0.103888333333333 247533645 247533647 0.480366111111111
"15995" "ENST00000641802.1" "1" 247533645 247533653 "-" 15995 "uORF" 247533651 247533653 0.203508888888889 247533645 247533647 0.480366111111111
"15996" "ENST00000641802.1" "1" 247533631 247533639 "-" 15996 "uORF" 247533637 247533639 0.373708333333333 247533631 247533633 0.258613444444444
"15997" "ENST00000641802.1" "1" 247533550 247533558 "-" 15997 "uORF" 247533556 247533558 0.231483666666667 247533550 247533552 0.163072444444445
"15998" "ENST00000641802.1" "1" 247533523 247533537 "-" 15998 "uORF" 247533535 247533537 0.414682777777778 247533523 247533525 0.209202222222222
"16002" "ENST00000641810.1" "7" 144238660 144238740 "-" 16002 "uORF" 144238738 144238740 0.341918333333333 144238660 144238662 0.383320444444444
"16003" "ENST00000641810.1" "7" 144238660 144238734 "-" 16003 "uORF" 144238732 144238734 -0.0701121111111113 144238660 144238662 0.383320444444444
"16004" "ENST00000641810.1" "7" 144238700 144238720 "-" 16004 "uORF" 144238718 144238720 -0.0060702222222221 144238700 144238702 0.489448444444444
"16005" "ENST00000641810.1" "7" 144238495 144238536 "-" 16005 "uORF" 144238534 144238536 0.920755444444445 144238495 144238497 0.209737777777778
"16006" "ENST00000641810.1" "7" 144238484 144238498 "-" 16006 "uORF" 144238496 144238498 0.0495757777777777 144238484 144238486 0.158212888888889
"16007" "ENST00000641810.1" "7" 144238473 144238481 "-" 16007 "uORF" 144238479 144238481 -0.0463053333333332 144238473 144238475 0.0576847777777777
"16019" "ENST00000641833.1" "17" 3104402 3104419 "-" 16019 "uORF" 3104417 3104419 0.188863 3104402 3104404 0.559960555555556
"16020" "ENST00000641833.1" "17" 3104280 3104402 "-" 16020 "uORF" 3104400 3104402 0.0281782222222221 3104280 3104282 0.153618555555556
"16021" "ENST00000641833.1" "17" 3104309 3104374 "-" 16021 "uORF" 3104372 3104374 0.0242054444444444 3104309 3104311 0.0653583333333333
"16022" "ENST00000641833.1" "17" 3104205 3104234 "-" 16022 "uORF" 3104232 3104234 -0.172998 3104205 3104207 0.279625
"16023" "ENST00000641833.1" "17" 3104185 3104205 "-" 16023 "uORF" 3104203 3104205 0.299445222222222 3104185 3104187 -0.0735236666666667
"16024" "ENST00000641833.1" "17" 3104180 3104188 "-" 16024 "uORF" 3104186 3104188 0.101065666666667 3104180 3104182 0.166350666666667
"16025" "ENST00000641833.1" "17" 3104138 3104179 "-" 16025 "uORF" 3104177 3104179 0.0188256666666667 3104138 3104140 0.530352777777778
"16037" "ENST00000641841.1" "7" 144264739 144264777 "-" 16037 "uORF" 144264775 144264777 0.356201 144264739 144264741 0.379678
"16038" "ENST00000641841.1" "7" 144264739 144264774 "-" 16038 "uORF" 144264772 144264774 0.335110111111111 144264739 144264741 0.379678
"16039" "ENST00000641846.1" "1" 158772120 158772152 "-" 16039 "uORF" 158772150 158772152 0.337029888888889 158772120 158772122 0.0585113333333334
"16042" "ENST00000641863.3" "1" 145093204 145093245 "-" 16042 "uORF" 145093243 145093245 2.34359488888889 145093204 145093206 2.30427488888889
"16043" "ENST00000641863.3" "1" 145093157 145093204 "-" 16043 "uORF" 145093202 145093204 2.31003122222222 145093157 145093159 2.33471244444445
"16044" "ENST00000641863.3" "1" 145093131 145093157 "-" 16044 "uORF" 145093155 145093157 2.21564855555556 145093131 145093133 2.01834911111111
"16045" "ENST00000641863.3" "1" 145093068 145093082 "-" 16045 "uORF" 145093080 145093082 2.34372966666667 145093068 145093070 2.29099433333333
"16046" "ENST00000641865.1" "11" 58406859 58406873 "-" 16046 "uORF" 58406871 58406873 -0.00823222222222234 58406859 58406861 0.364802555555555
"16094" "ENST00000641904.1" "14" 20034957 20036020 "-" 16094 "uORF" 20036018 20036020 0.333597555555556 20034957 20034959 0.167146666666667
"16095" "ENST00000641904.1" "14" 20034837 20034854 "-" 16095 "uORF" 20034852 20034854 -0.0477984444444443 20034837 20034839 0.117549555555556
"16096" "ENST00000641904.1" "14" 20034769 20034840 "-" 16096 "uORF" 20034838 20034840 0.0533831111111113 20034769 20034771 0.875919777777778
"16097" "ENST00000641904.1" "14" 20034783 20034821 "-" 16097 "uORF" 20034819 20034821 0.257627111111111 20034783 20034785 1.02008333333333
"16098" "ENST00000641904.1" "14" 20034769 20034777 "-" 16098 "uORF" 20034775 20034777 1.02030066666667 20034769 20034771 0.875919777777778
"16104" "ENST00000641926.1" "11" 4919182 4919349 "-" 16104 "uORF" 4919347 4919349 0.277055555555556 4919182 4919184 0.171352333333333
"16105" "ENST00000641926.1" "11" 4919182 4919325 "-" 16105 "uORF" 4919323 4919325 0.144661111111111 4919182 4919184 0.171352333333333
"16106" "ENST00000641926.1" "11" 4919182 4919292 "-" 16106 "uORF" 4919290 4919292 0.391155444444444 4919182 4919184 0.171352333333333
"16134" "ENST00000641993.1" "11" 56470519 56473272 "-" 16134 "uORF" 56473270 56473272 0.0818633333333331 56470519 56470521 0.0393685555555553
"16140" "ENST00000642047.1" "11" 7939536 7941594 "-" 16140 "uORF" 7941592 7941594 0.331155444444445 7939536 7939538 0.0399064444444443
"16141" "ENST00000642047.1" "11" 7939547 7939639 "-" 16141 "uORF" 7939637 7939639 0.520039111111111 7939547 7939549 0.989971777777778
"16142" "ENST00000642047.1" "11" 7939536 7939586 "-" 16142 "uORF" 7939584 7939586 -0.0935842222222221 7939536 7939538 0.0399064444444443
"16145" "ENST00000642058.1" "11" 56138402 56138449 "-" 16145 "uORF" 56138447 56138449 0.308397111111111 56138402 56138404 0.264701333333333
"16146" "ENST00000642058.1" "11" 56138353 56138364 "-" 16146 "uORF" 56138362 56138364 -0.123905666666667 56138353 56138355 0.0755595555555554
"16147" "ENST00000642058.1" "11" 56138287 56138307 "-" 16147 "uORF" 56138305 56138307 0.0429583333333332 56138287 56138289 0.337455777777778
"16148" "ENST00000642058.1" "11" 56138196 56138282 "-" 16148 "uORF" 56138280 56138282 -0.0245813333333334 56138196 56138198 -0.0228389999999997
"16149" "ENST00000642058.1" "11" 56138189 56138254 "-" 16149 "uORF" 56138252 56138254 0.169251555555556 56138189 56138191 0.0035512222222221
"16150" "ENST00000642058.1" "11" 56138242 56138250 "-" 16150 "uORF" 56138248 56138250 0.205290555555556 56138242 56138244 0.245106111111111
"16151" "ENST00000642058.1" "11" 56138206 56138214 "-" 16151 "uORF" 56138212 56138214 -0.00767511111111099 56138206 56138208 0.18781
"16152" "ENST00000642058.1" "11" 56138137 56138187 "-" 16152 "uORF" 56138185 56138187 0.257847222222222 56138137 56138139 0.196087333333333
"16153" "ENST00000642058.1" "11" 56138011 56138079 "-" 16153 "uORF" 56138077 56138079 0.141325888888889 56138011 56138013 0.258933555555556
"16154" "ENST00000642058.1" "11" 56138025 56138039 "-" 16154 "uORF" 56138037 56138039 0.173849111111111 56138025 56138027 0.156170444444444
"16155" "ENST00000642058.1" "11" 56137935 56137967 "-" 16155 "uORF" 56137965 56137967 0.0592112222222223 56137935 56137937 0.291314333333333
"16156" "ENST00000642058.1" "11" 56137799 56137840 "-" 16156 "uORF" 56137838 56137840 -0.390259111111111 56137799 56137801 0.217809222222222
"16157" "ENST00000642058.1" "11" 56137772 56137783 "-" 16157 "uORF" 56137781 56137783 0.052669 56137772 56137774 0.501484888888889
"16158" "ENST00000642064.1" "11" 124445577 124445600 "-" 16158 "uORF" 124445598 124445600 0.368773111111111 124445577 124445579 0.0537022222222222
"16159" "ENST00000642064.1" "11" 124441532 124441543 "-" 16159 "uORF" 124441541 124441543 0.668655222222222 124441532 124441534 0.630313111111111
"16160" "ENST00000642064.1" "11" 124441092 124441525 "-" 16160 "uORF" 124441523 124441525 0.299755111111111 124441092 124441094 0.312641888888889
"16161" "ENST00000642064.1" "11" 124441092 124441100 "-" 16161 "uORF" 124441098 124441100 0.484068666666667 124441092 124441094 0.312641888888889
"16164" "ENST00000642090.1" "1" 248597528 248597584 "-" 16164 "uORF" 248597582 248597584 0.401079222222222 248597528 248597530 0.368772111111111
"16170" "ENST00000642119.1" "1" 247673150 247679665 "-" 16170 "uORF" 247679663 247679665 0.879387222222222 247673150 247673152 0.089057777777778
"16171" "ENST00000642119.1" "1" 247673142 247673267 "-" 16171 "uORF" 247673265 247673267 0.148817333333333 247673142 247673144 -0.206340666666667
"16172" "ENST00000642119.1" "1" 247673150 247673245 "-" 16172 "uORF" 247673243 247673245 0.342653 247673150 247673152 0.089057777777778
"16173" "ENST00000642119.1" "1" 247673150 247673191 "-" 16173 "uORF" 247673189 247673191 0.0177190000000001 247673150 247673152 0.089057777777778
"16174" "ENST00000642356.2" "2" 166311794 166375719 "-" 16174 "uORF" 166375717 166375719 0.965911222222222 166311794 166311796 1.41825566666667
"16175" "ENST00000642384.2" "2" 60553414 60553467 "-" 16175 "uORF" 60553465 60553467 2.10266011111111 60553414 60553416 2.340648
"16176" "ENST00000642384.2" "2" 60553352 60553387 "-" 16176 "uORF" 60553385 60553387 2.20073322222222 60553352 60553354 2.33730544444445
"16177" "ENST00000642412.2" "22" 42695563 42695631 "-" 16177 "uORF" 42695629 42695631 1.30451822222222 42695563 42695565 1.02426655555556
"16178" "ENST00000642412.2" "22" 42693997 42695507 "-" 16178 "uORF" 42695505 42695507 0.623798111111111 42693997 42693999 1.472151
"16179" "ENST00000642603.2" "1" 223137218 223137259 "-" 16179 "uORF" 223137257 223137259 0.336044777777778 223137218 223137220 0.331866666666667
"16180" "ENST00000642603.2" "1" 223137218 223137253 "-" 16180 "uORF" 223137251 223137253 0.137626888888889 223137218 223137220 0.331866666666667
"16181" "ENST00000642603.2" "1" 223134810 223137218 "-" 16181 "uORF" 223137216 223137218 0.098670777777778 223134810 223134812 0.116134555555556
"16182" "ENST00000642603.2" "1" 223134818 223134862 "-" 16182 "uORF" 223134860 223134862 0.301327111111111 223134818 223134820 0.686075333333335
"16183" "ENST00000642603.2" "1" 223134717 223134746 "-" 16183 "uORF" 223134744 223134746 0.366337888888889 223134717 223134719 0.577185111111111
"16184" "ENST00000642603.2" "1" 223134717 223134731 "-" 16184 "uORF" 223134729 223134731 0.465412555555555 223134717 223134719 0.577185111111111
"16185" "ENST00000642603.2" "1" 223132615 223134710 "-" 16185 "uORF" 223134708 223134710 0.248341666666667 223132615 223132617 0.449487888888889
"16186" "ENST00000642603.2" "1" 223132563 223132577 "-" 16186 "uORF" 223132575 223132577 0.549087333333333 223132563 223132565 0.125856444444444
"16187" "ENST00000642620.1" "X" 43958807 43958833 "-" 16187 "uORF" 43958831 43958833 1.23617344444444 43958807 43958809 1.73124
"16188" "ENST00000642620.1" "X" 43958807 43958830 "-" 16188 "uORF" 43958828 43958830 1.81477711111111 43958807 43958809 1.73124
"16189" "ENST00000642620.1" "X" 43958721 43958780 "-" 16189 "uORF" 43958778 43958780 1.87244488888889 43958721 43958723 1.74756388888889
"16221" "ENST00000643144.2" "3" 155854320 155854427 "-" 16221 "uORF" 155854425 155854427 0.655429888888889 155854320 155854322 0.702444777777778
"16222" "ENST00000643185.2" "8" 30898785 30898817 "-" 16222 "uORF" 30898815 30898817 -0.0261085555555556 30898785 30898787 1.15464233333333
"16223" "ENST00000643185.2" "8" 30898785 30898793 "-" 16223 "uORF" 30898791 30898793 0.500485777777778 30898785 30898787 1.15464233333333
"16224" "ENST00000643230.2" "7" 83649037 83649060 "-" 16224 "uORF" 83649058 83649060 1.906946 83649037 83649039 2.02400744444444
"16225" "ENST00000643230.2" "7" 83648819 83648878 "-" 16225 "uORF" 83648876 83648878 2.036228 83648819 83648821 0.645452888888889
"16226" "ENST00000643230.2" "7" 83648742 83648792 "-" 16226 "uORF" 83648790 83648792 1.53692855555555 83648742 83648744 1.95494255555556
"16227" "ENST00000643230.2" "7" 83648641 83648766 "-" 16227 "uORF" 83648764 83648766 1.89690333333333 83648641 83648643 2.29775422222222
"16228" "ENST00000643230.2" "7" 83648663 83648689 "-" 16228 "uORF" 83648687 83648689 2.05930411111111 83648663 83648665 2.17994455555555
"16229" "ENST00000643230.2" "7" 83648598 83648663 "-" 16229 "uORF" 83648661 83648663 2.15266622222222 83648598 83648600 1.552128
"16231" "ENST00000643258.1" "2" 166486929 166486952 "-" 16231 "uORF" 166486950 166486952 0.130294111111111 166486929 166486931 0.514478333333333
"16232" "ENST00000643258.1" "2" 166486912 166486944 "-" 16232 "uORF" 166486942 166486944 0.159747555555556 166486912 166486914 -0.00865222222222223
"16234" "ENST00000643460.2" "7" 27095916 27095978 "-" 16234 "uORF" 27095976 27095978 2.27371688888889 27095916 27095918 2.27461833333333
"16268" "ENST00000643695.2" "3" 139638001 139638036 "-" 16268 "uORF" 139638034 139638036 0.150214222222222 139638001 139638003 0.338841222222222
"16269" "ENST00000643759.2" "1" 158686668 158686715 "-" 16269 "uORF" 158686713 158686715 1.33055066666667 158686668 158686670 0.502825222222222
"16270" "ENST00000643759.2" "1" 158686679 158686699 "-" 16270 "uORF" 158686697 158686699 0.507180333333332 158686679 158686681 0.758499444444445
"16271" "ENST00000643759.2" "1" 158686531 158686686 "-" 16271 "uORF" 158686684 158686686 0.245359888888889 158686531 158686533 0.909940777777777
"16272" "ENST00000643759.2" "1" 158686668 158686679 "-" 16272 "uORF" 158686677 158686679 0.526091444444445 158686668 158686670 0.502825222222222
"16273" "ENST00000643780.2" "5" 75511584 75511607 "-" 16273 "uORF" 75511605 75511607 2.23049644444444 75511584 75511586 1.78506822222222
"16274" "ENST00000644032.2" "19" 8577372 8577401 "-" 16274 "uORF" 8577399 8577401 1.45039688888889 8577372 8577374 1.54817588888889
"16276" "ENST00000644105.2" "X" 85243652 85243687 "-" 16276 "uORF" 85243685 85243687 0.709694666666667 85243652 85243654 0.418163888888889
"16277" "ENST00000644105.2" "X" 85243603 85243668 "-" 16277 "uORF" 85243666 85243668 0.914043111111112 85243603 85243605 0.396022888888889
"16278" "ENST00000644105.2" "X" 85243603 85243644 "-" 16278 "uORF" 85243642 85243644 0.260039888888889 85243603 85243605 0.396022888888889
"16279" "ENST00000644105.2" "X" 85224276 85224284 "-" 16279 "uORF" 85224282 85224284 0.0624662222222223 85224276 85224278 0.316668222222222
"16280" "ENST00000644105.2" "X" 85109258 85109269 "-" 16280 "uORF" 85109267 85109269 1.32594333333333 85109258 85109260 1.22609444444444
"16284" "ENST00000644384.2" "21" 42396036 42396047 "-" 16284 "uORF" 42396045 42396047 0.555999333333332 42396036 42396038 0.815756222222224
"16285" "ENST00000644384.2" "21" 42396001 42396015 "-" 16285 "uORF" 42396013 42396015 0.136974222222222 42396001 42396003 0.265722555555555
"16286" "ENST00000644384.2" "21" 42395462 42395943 "-" 16286 "uORF" 42395941 42395943 0.5749775 42395462 42395464 1.02824577777778
"16287" "ENST00000644384.2" "21" 42395423 42395443 "-" 16287 "uORF" 42395441 42395443 0.485846333333333 42395423 42395425 1.609434
"16288" "ENST00000644397.2" "10" 54801155 54801178 "-" 16288 "uORF" 54801176 54801178 0.273202333333333 54801155 54801157 0.473820333333333
"16289" "ENST00000644397.2" "10" 54801155 54801175 "-" 16289 "uORF" 54801173 54801175 0.436601222222222 54801155 54801157 0.473820333333333
"16290" "ENST00000644397.2" "10" 54801147 54801170 "-" 16290 "uORF" 54801168 54801170 0.916669444444445 54801147 54801149 0.382813888888889
"16291" "ENST00000644397.2" "10" 54801103 54801153 "-" 16291 "uORF" 54801151 54801153 0.421412 54801103 54801105 0.615236333333333
"16292" "ENST00000644397.2" "10" 54801095 54801103 "-" 16292 "uORF" 54801101 54801103 0.544851222222222 54801095 54801097 0.0783005555555554
"16293" "ENST00000644397.2" "10" 54801030 54801098 "-" 16293 "uORF" 54801096 54801098 -0.136227222222222 54801030 54801032 1.04140877777778
"16294" "ENST00000644397.2" "10" 54801050 54801082 "-" 16294 "uORF" 54801080 54801082 0.566621 54801050 54801052 0.884700444444443
"16295" "ENST00000644397.2" "10" 54801023 54801049 "-" 16295 "uORF" 54801047 54801049 0.425846111111111 54801023 54801025 1.54643444444445
"16296" "ENST00000644397.2" "10" 54801006 54801026 "-" 16296 "uORF" 54801024 54801026 1.50093777777778 54801006 54801008 1.16309477777778
"16297" "ENST00000644397.2" "10" 54664269 54801001 "-" 16297 "uORF" 54800999 54801001 1.54840611111111 54664269 54664271 1.32620055555556
"16298" "ENST00000644397.2" "10" 54800946 54800954 "-" 16298 "uORF" 54800952 54800954 0.738881666666667 54800946 54800948 1.24423944444444
"16299" "ENST00000644397.2" "10" 54800932 54800943 "-" 16299 "uORF" 54800941 54800943 1.77685466666667 54800932 54800934 1.53066388888889
"16302" "ENST00000644661.2" "7" 151210374 151210472 "-" 16302 "uORF" 151210470 151210472 -0.0212518888888889 151210374 151210376 0.91236411111111
"16303" "ENST00000644743.1" "4" 110622668 110622688 "-" 16303 "uORF" 110622686 110622688 1.92541777777778 110622668 110622670 2.07297788888889
"16304" "ENST00000644744.1" "12" 88580330 88580353 "-" 16304 "uORF" 88580351 88580353 2.46569322222222 88580330 88580332 2.33850533333333
"16306" "ENST00000644923.2" "6" 8435397 8435435 "-" 16306 "uORF" 8435433 8435435 2.49677911111111 8435397 8435399 1.13125066666667
"16307" "ENST00000644923.2" "6" 8434420 8435409 "-" 16307 "uORF" 8435407 8435409 1.85096466666667 8434420 8434422 0.659896666666666
"16308" "ENST00000644923.2" "6" 8434392 8434427 "-" 16308 "uORF" 8434425 8434427 0.400570666666667 8434392 8434394 0.746686555555556
"16311" "ENST00000645032.1" "X" 38327441 38327485 "-" 16311 "uORF" 38327483 38327485 1.14407311111111 38327441 38327443 0.404919333333333
"16327" "ENST00000645319.2" "3" 194486681 194486695 "-" 16327 "uORF" 194486693 194486695 2.20265088888889 194486681 194486683 2.02929544444445
"16337" "ENST00000645534.1" "20" 768448 768471 "-" 16337 "uORF" 768469 768471 0.661281222222222 768448 768450 0.660409777777778
"16342" "ENST00000646001.2" "1" 99748949 99748981 "-" 16342 "uORF" 99748979 99748981 0.409338222222222 99748949 99748951 0.156917666666667
"16343" "ENST00000646038.2" "11" 8679766 8679810 "-" 16343 "uORF" 8679808 8679810 0.251778888888889 8679766 8679768 0.392105777777778
"16344" "ENST00000646038.2" "11" 8679633 8679671 "-" 16344 "uORF" 8679669 8679671 0.542865444444445 8679633 8679635 0.564552777777778
"16345" "ENST00000646038.2" "11" 8674868 8679636 "-" 16345 "uORF" 8679634 8679636 0.544062555555555 8674868 8674870 0.623321444444444
"16346" "ENST00000646038.2" "11" 8674842 8679625 "-" 16346 "uORF" 8679623 8679625 1.10309855555555 8674842 8674844 0.337014666666667
"16347" "ENST00000646038.2" "11" 8674868 8674879 "-" 16347 "uORF" 8674877 8674879 0.410608333333333 8674868 8674870 0.623321444444444
"16354" "ENST00000646209.2" "3" 24337311 24494803 "-" 16354 "uORF" 24494801 24494803 2.35364488888889 24337311 24337313 1.49306666666667
"16355" "ENST00000646209.2" "3" 24337311 24337319 "-" 16355 "uORF" 24337317 24337319 1.0432 24337311 24337313 1.49306666666667
"16356" "ENST00000646209.2" "3" 24297321 24337311 "-" 16356 "uORF" 24337309 24337311 1.86928 24297321 24297323 0.762817
"16357" "ENST00000646209.2" "3" 24297271 24297300 "-" 16357 "uORF" 24297298 24297300 0.394694 24297271 24297273 -0.264599666666667
"16358" "ENST00000646209.2" "3" 24228963 24228998 "-" 16358 "uORF" 24228996 24228998 1.73397977777778 24228963 24228965 1.93365522222222
"16360" "ENST00000646441.1" "13" 106535382 106535444 "-" 16360 "uORF" 106535442 106535444 2.03295044444445 106535382 106535384 2.13305844444445
"16364" "ENST00000646607.2" "13" 77918741 77918776 "-" 16364 "uORF" 77918774 77918776 0.585062333333333 77918741 77918743 2.13520688888889
"16365" "ENST00000646641.1" "19" 10224914 10224934 "-" 16365 "uORF" 10224932 10224934 1.64568533333333 10224914 10224916 1.382317
"16366" "ENST00000646647.2" "14" 21456074 21456112 "-" 16366 "uORF" 21456110 21456112 2.20560855555555 21456074 21456076 2.23365788888889
"16367" "ENST00000646647.2" "14" 21431796 21431816 "-" 16367 "uORF" 21431814 21431816 2.08137822222222 21431796 21431798 1.91206511111111
"16368" "ENST00000646647.2" "14" 21431759 21431794 "-" 16368 "uORF" 21431792 21431794 1.81895233333333 21431759 21431761 1.77249333333333
"16369" "ENST00000646667.1" "15" 50686539 50686601 "-" 16369 "uORF" 50686599 50686601 2.41411933333333 50686539 50686541 2.30037333333333
"16377" "ENST00000647029.1" "13" 20230745 20230765 "-" 16377 "uORF" 20230763 20230765 0.155979555555556 20230745 20230747 0.337408
"16378" "ENST00000647029.1" "13" 20230717 20230728 "-" 16378 "uORF" 20230726 20230728 -0.245064888888889 20230717 20230719 0.239930111111111
"16384" "ENST00000647374.2" "13" 85799175 85799231 "-" 16384 "uORF" 85799229 85799231 1.93669955555556 85799175 85799177 2.01225677777778
"16385" "ENST00000647374.2" "13" 85799175 85799219 "-" 16385 "uORF" 85799217 85799219 2.00841822222222 85799175 85799177 2.01225677777778
"16386" "ENST00000647374.2" "13" 85799182 85799190 "-" 16386 "uORF" 85799188 85799190 2.00523177777778 85799182 85799184 2.06943622222222
"16387" "ENST00000647374.2" "13" 85799137 85799145 "-" 16387 "uORF" 85799143 85799145 1.91861166666667 85799137 85799139 1.42519544444444
"16388" "ENST00000647374.2" "13" 85799121 85799135 "-" 16388 "uORF" 85799133 85799135 1.32271177777778 85799121 85799123 1.757042
"16389" "ENST00000647374.2" "13" 85799084 85799110 "-" 16389 "uORF" 85799108 85799110 1.765682 85799084 85799086 1.19601755555555
"16390" "ENST00000647374.2" "13" 85799031 85799105 "-" 16390 "uORF" 85799103 85799105 1.486144 85799031 85799033 1.19354366666667
"16391" "ENST00000647374.2" "13" 85799031 85799066 "-" 16391 "uORF" 85799064 85799066 0.848555555555557 85799031 85799033 1.19354366666667
"16392" "ENST00000647374.2" "13" 85799038 85799058 "-" 16392 "uORF" 85799056 85799058 0.122318777777778 85799038 85799040 1.21783144444445
"16393" "ENST00000647395.1" "3" 184376400 184378186 "-" 16393 "uORF" 184378184 184378186 1.91594466666667 184376400 184376402 1.10793188888889
"16394" "ENST00000647395.1" "3" 184376400 184378147 "-" 16394 "uORF" 184378145 184378147 1.64232744444444 184376400 184376402 1.10793188888889
"16395" "ENST00000647444.2" "1" 31919563 31938010 "-" 16395 "uORF" 31938008 31938010 2.36044688888889 31919563 31919565 2.06417933333333
"16396" "ENST00000647444.2" "1" 31919563 31919628 "-" 16396 "uORF" 31919626 31919628 2.12091811111111 31919563 31919565 2.06417933333333
"16397" "ENST00000647444.2" "1" 31919535 31919549 "-" 16397 "uORF" 31919547 31919549 1.74857177777778 31919535 31919537 1.94401366666667
"16398" "ENST00000647444.2" "1" 31919419 31919448 "-" 16398 "uORF" 31919446 31919448 1.88206877777778 31919419 31919421 1.804176
"16399" "ENST00000647444.2" "1" 31919127 31919162 "-" 16399 "uORF" 31919160 31919162 1.88345022222222 31919127 31919129 1.88305144444445
"16400" "ENST00000647634.2" "10" 30629668 30629718 "-" 16400 "uORF" 30629716 30629718 0.940978000000001 30629668 30629670 2.18557044444444
"16401" "ENST00000647738.2" "2" 2331133 2331159 "-" 16401 "uORF" 2331157 2331159 0.631526 2331133 2331135 1.14707077777778
"16402" "ENST00000647738.2" "2" 2331006 2331152 "-" 16402 "uORF" 2331150 2331152 0.532692666666667 2331006 2331008 1.65447833333333
"16403" "ENST00000647738.2" "2" 2331006 2331098 "-" 16403 "uORF" 2331096 2331098 0.658298333333332 2331006 2331008 1.65447833333333
"16404" "ENST00000647738.2" "2" 2331029 2331094 "-" 16404 "uORF" 2331092 2331094 -0.111857 2331029 2331031 1.45441811111111
"16405" "ENST00000647738.2" "2" 2284481 2284495 "-" 16405 "uORF" 2284493 2284495 0.00505433333333335 2284481 2284483 0.501666444444445
"16406" "ENST00000647738.2" "2" 2172962 2172985 "-" 16406 "uORF" 2172983 2172985 1.78073166666667 2172962 2172964 2.01489577777778
"16407" "ENST00000647738.2" "2" 2053980 2054003 "-" 16407 "uORF" 2054001 2054003 0.966727111111112 2053980 2053982 0.853972222222222
"16408" "ENST00000647738.2" "2" 1997315 1997347 "-" 16408 "uORF" 1997345 1997347 1.603543 1997315 1997317 1.87494
"16416" "ENST00000648323.1" "3" 138946931 138946945 "-" 16416 "uORF" 138946943 138946945 1.91898444444445 138946931 138946933 1.92323133333333
"16417" "ENST00000648336.2" "15" 25438953 25438976 "-" 16417 "uORF" 25438974 25438976 2.30636466666667 25438953 25438955 2.21013822222222
"16418" "ENST00000648336.2" "15" 25411957 25438608 "-" 16418 "uORF" 25438606 25438608 2.35642911111111 25411957 25411959 2.24535533333333
"16419" "ENST00000648336.2" "15" 25409199 25411910 "-" 16419 "uORF" 25411908 25411910 2.83141066666667 25409199 25409201 2.19818366666667
"16420" "ENST00000648378.1" "7" 97024704 97024715 "-" 16420 "uORF" 97024713 97024715 2.14963944444444 97024704 97024706 2.23571733333333
"16429" "ENST00000648844.2" "1" 246931827 246931928 "-" 16429 "uORF" 246931926 246931928 0.689247666666667 246931827 246931829 0.821256777777777
"16430" "ENST00000648844.2" "1" 246931662 246931670 "-" 16430 "uORF" 246931668 246931670 2.24573033333333 246931662 246931664 1.94517166666667
"16431" "ENST00000648908.2" "18" 57803111 57803122 "-" 16431 "uORF" 57803120 57803122 2.30281033333333 57803111 57803113 2.17059144444445
"16432" "ENST00000648947.1" "15" 41096326 41116280 "-" 16432 "uORF" 41116278 41116280 2.29723877777778 41096326 41096328 1.99681788888889
"16433" "ENST00000648947.1" "15" 41096326 41116256 "-" 16433 "uORF" 41116254 41116256 2.22837044444444 41096326 41096328 1.99681788888889
