"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2" "start"
"17802" "ENST00000696905.1" "chr5" 123512178 123512246 "+" 17802 "uORF" 123512180 3 1 "ATG"
"17803" "ENST00000696905.1" "chr5" 123512211 123512246 "+" 17803 "uORF" 123512213 3 3.66666666666667 "ATG"
"17804" "ENST00000696905.1" "chr5" 123512228 123512335 "+" 17804 "uORF" 123512230 3 3.33333333333333 "ATG"
"17805" "ENST00000696905.1" "chr5" 123512477 123512509 "+" 17805 "uORF" 123512479 3 1.33333333333333 "ATG"
"17806" "ENST00000696905.1" "chr5" 123545465 123545476 "+" 17806 "uORF" 123545467 3 1.16666666666667 "ATG"
"17807" "ENST00000696905.1" "chr5" 123545502 123545510 "+" 17807 "uORF" 123545504 3 3 "ATG"
"17808" "ENST00000696905.1" "chr5" 123545507 123545554 "+" 17808 "uORF" 123545509 3 4.33333333333333 "ATG"
"17809" "ENST00000696905.1" "chr5" 123545513 123545554 "+" 17809 "uORF" 123545515 3 1.66666666666667 "ATG"
"17810" "ENST00000696905.1" "chr5" 123545548 123545628 "+" 17810 "uORF" 123545550 3 1.16666666666667 "ATG"
"17811" "ENST00000696905.1" "chr5" 123545584 123545628 "+" 17811 "uORF" 123545586 3 5 "ATG"
"17815" "ENST00000696955.1" "chr14" 67197279 67197308 "+" 17815 "uORF" 67197281 3 2.66666666666667 "ATG"
"17939" "ENST00000698216.1" "chr1" 120415069 120415137 "+" 17939 "uORF" 120415071 3 -1.33333333333333 "ATG"
"17940" "ENST00000698216.1" "chr1" 120415220 120415279 "+" 17940 "uORF" 120415222 3 0.333333333333333 "ATG"
"17941" "ENST00000698216.1" "chr1" 120415231 120419898 "+" 17941 "uORF" 120415233 3 0.333333333333333 "ATG"
"17942" "ENST00000698216.1" "chr1" 120419876 120436314 "+" 17942 "uORF" 120419878 3 -2.16666666666667 "ATG"
"17943" "ENST00000698216.1" "chr1" 120420095 120436314 "+" 17943 "uORF" 120420097 3 -1.66666666666667 "ATG"
"17944" "ENST00000698216.1" "chr1" 120427721 120436314 "+" 17944 "uORF" 120427723 3 0.166666666666667 "ATG"
"17945" "ENST00000698216.1" "chr1" 120427797 120436309 "+" 17945 "uORF" 120427799 3 0.333333333333333 "ATG"
"17946" "ENST00000698216.1" "chr1" 120427838 120436314 "+" 17946 "uORF" 120427840 3 -0.666666666666667 "ATG"
"17947" "ENST00000698216.1" "chr1" 120436465 120436494 "+" 17947 "uORF" 120436467 3 0.333333333333333 "ATG"
"18047" "ENST00000698835.1" "chr1" 146938336 146938422 "+" 18047 "uORF" 146938338 3 -1.83333333333333 "ATG"
"18048" "ENST00000698835.1" "chr1" 146938938 146943299 "+" 18048 "uORF" 146938940 3 -0.166666666666667 "ATG"
"18049" "ENST00000698835.1" "chr1" 146943351 146943542 "+" 18049 "uORF" 146943353 3 0 "ATG"
"18050" "ENST00000698835.1" "chr1" 146943384 146943542 "+" 18050 "uORF" 146943386 3 -0.833333333333333 "ATG"
"18051" "ENST00000698835.1" "chr1" 146943524 146949420 "+" 18051 "uORF" 146943526 3 -0.333333333333333 "ATG"
"18052" "ENST00000698835.1" "chr1" 146943539 146949420 "+" 18052 "uORF" 146943541 3 -0.666666666666667 "ATG"
"18053" "ENST00000698835.1" "chr1" 146951363 146959929 "+" 18053 "uORF" 146951365 3 0.5 "ATG"
"18054" "ENST00000698835.1" "chr1" 146951439 146959972 "+" 18054 "uORF" 146951441 3 0.166666666666667 "ATG"
"18055" "ENST00000698835.1" "chr1" 146951480 146959929 "+" 18055 "uORF" 146951482 3 0 "ATG"
"18056" "ENST00000698851.1" "chrY" 5056964 5057062 "+" 18056 "uORF" 5056966 3 5 "ATG"
"18057" "ENST00000698857.1" "chr4" 37891255 37891332 "+" 18057 "uORF" 37891257 3 1.83333333333333 "ATG"
"18058" "ENST00000698857.1" "chr4" 37891288 37891332 "+" 18058 "uORF" 37891290 3 0.166666666666667 "ATG"
"18059" "ENST00000698857.1" "chr4" 37902013 37902030 "+" 18059 "uORF" 37902015 3 0.333333333333333 "ATG"
"18063" "ENST00000699524.1" "chr1" 84516232 84516252 "+" 18063 "uORF" 84516234 3 1.83333333333333 "ATG"
"18064" "ENST00000699524.1" "chr1" 84516241 84516252 "+" 18064 "uORF" 84516243 3 0.5 "ATG"
"18065" "ENST00000056217.10" "chr7" 144355486 144355491 "+" 18065 "start-stop" 144355488 3 2.16666666666667 "ATG"
"18068" "ENST00000167106.9" "chr14" 76762336 76762341 "+" 18068 "start-stop" 76762338 3 0.333333333333333 "ATG"
"18069" "ENST00000169551.11" "chr18" 74148696 74148701 "+" 18069 "start-stop" 74148698 3 -0.5 "ATG"
"18070" "ENST00000169551.11" "chr18" 74148701 74148706 "+" 18070 "start-stop" 74148703 3 0.166666666666667 "ATG"
"18071" "ENST00000178640.10" "chr15" 67543314 67543319 "+" 18071 "start-stop" 67543316 3 3.66666666666667 "ATG"
"18072" "ENST00000210633.4" "chr10" 100972658 100972663 "+" 18072 "start-stop" 100972660 3 0.166666666666667 "ATG"
"18073" "ENST00000215906.6" "chr22" 26433442 26433447 "+" 18073 "start-stop" 26433444 3 0 "ATG"
"18079" "ENST00000221466.10" "chr19" 49512664 49512669 "+" 18079 "start-stop" 49512666 3 1.83333333333333 "ATG"
"18086" "ENST00000227758.7" "chr11" 102349799 102349804 "+" 18086 "start-stop" 102349801 3 -0.333333333333333 "ATG"
"18087" "ENST00000227758.7" "chr11" 102349814 102349819 "+" 18087 "start-stop" 102349816 3 1.5 "ATG"
"18091" "ENST00000233072.10" "chr2" 210556697 210556702 "+" 18091 "start-stop" 210556699 3 0.166666666666667 "ATG"
"18092" "ENST00000234626.11" "chr1" 91501674 91501679 "+" 18092 "start-stop" 91501676 3 0.333333333333333 "ATG"
"18093" "ENST00000234739.8" "chr1" 147604877 147604882 "+" 18093 "start-stop" 147604879 3 3.33333333333333 "ATG"
"18095" "ENST00000237264.9" "chr6" 133980083 133980088 "+" 18095 "start-stop" 133980085 3 3.66666666666667 "ATG"
"18097" "ENST00000239938.5" "chr5" 138465662 138465667 "+" 18097 "start-stop" 138465664 3 1.83333333333333 "ATG"
"18098" "ENST00000240093.8" "chr8" 28502768 28502773 "+" 18098 "start-stop" 28502770 3 0.666666666666667 "ATG"
"18100" "ENST00000240328.4" "chr17" 61399874 61399879 "+" 18100 "start-stop" 61399876 3 5 "ATG"
"18102" "ENST00000242810.11" "chr3" 183650349 183650354 "+" 18102 "start-stop" 183650351 3 5.33333333333333 "ATG"
"18103" "ENST00000245105.8" "chr4" 8205175 8205180 "+" 18103 "start-stop" 8205177 3 1 "ATG"
"18104" "ENST00000245222.9" "chr19" 48620490 48620495 "+" 18104 "start-stop" 48620492 3 1.5 "ATG"
"18105" "ENST00000245407.8" "chr5" 132369790 132369795 "+" 18105 "start-stop" 132369792 3 0.166666666666667 "ATG"
"18107" "ENST00000247881.4" "chr7" 141777049 141777054 "+" 18107 "start-stop" 141777051 3 0.166666666666667 "ATG"
"18108" "ENST00000247881.4" "chr7" 141777798 141777803 "+" 18108 "start-stop" 141777800 3 0 "ATG"
"18109" "ENST00000247881.4" "chr7" 141778296 141778301 "+" 18109 "start-stop" 141778298 3 1.5 "ATG"
"18112" "ENST00000251822.7" "chr8" 23000096 23000101 "+" 18112 "start-stop" 23000098 3 2.66666666666667 "ATG"
"18120" "ENST00000256412.8" "chr8" 24384287 24384292 "+" 18120 "start-stop" 24384289 3 1 "ATG"
"18121" "ENST00000256906.5" "chr18" 24460650 24460655 "+" 18121 "start-stop" 24460652 3 -0.666666666666667 "ATG"
"18122" "ENST00000257181.10" "chr1" 52404700 52404705 "+" 18122 "start-stop" 52404702 3 1 "ATG"
"18123" "ENST00000257192.5" "chr18" 31318180 31318185 "+" 18123 "start-stop" 31318182 3 2.16666666666667 "ATG"
"18124" "ENST00000257192.5" "chr18" 31318280 31318285 "+" 18124 "start-stop" 31318282 3 4 "ATG"
"18125" "ENST00000257555.11" "chr12" 120978550 120978555 "+" 18125 "start-stop" 120978552 3 5 "ATG"
"18128" "ENST00000258168.7" "chr16" 81238693 81238698 "+" 18128 "start-stop" 81238695 3 -0.166666666666667 "ATG"
"18129" "ENST00000258168.7" "chr16" 81238786 81238791 "+" 18129 "start-stop" 81238788 3 -0.166666666666667 "ATG"
"18130" "ENST00000258781.11" "chr7" 45000265 45000270 "+" 18130 "start-stop" 45000267 3 0.666666666666667 "ATG"
"18131" "ENST00000259199.9" "chr2" 113437753 113437758 "+" 18131 "start-stop" 113437755 3 -0.833333333333333 "ATG"
"18133" "ENST00000260723.6" "chr10" 122271373 122271378 "+" 18133 "start-stop" 122271375 3 0.666666666666667 "ATG"
"18134" "ENST00000261018.12" "chr2" 203328507 203328512 "+" 18134 "start-stop" 203328509 3 3.16666666666667 "ATG"
"18136" "ENST00000261438.10" "chr4" 38664220 38664225 "+" 18136 "start-stop" 38664222 3 1.16666666666667 "ATG"
"18138" "ENST00000261681.9" "chr14" 67279052 67279057 "+" 18138 "start-stop" 67279054 3 1.83333333333333 "ATG"
"18139" "ENST00000261681.9" "chr14" 67279057 67279062 "+" 18139 "start-stop" 67279059 3 2.5 "ATG"
"18141" "ENST00000261921.8" "chr15" 73926513 73926518 "+" 18141 "start-stop" 73926515 3 0 "ATG"
"18145" "ENST00000262482.11" "chr17" 4940774 4940779 "+" 18145 "start-stop" 4940776 3 3.66666666666667 "ATG"
"18146" "ENST00000262843.11" "chrX" 107825887 107825892 "+" 18146 "start-stop" 107825889 3 0.833333333333333 "ATG"
"18149" "ENST00000262982.3" "chr20" 49046337 49046342 "+" 18149 "start-stop" 49046339 3 4.33333333333333 "ATG"
"18150" "ENST00000263182.8" "chr11" 27041410 27041415 "+" 18150 "start-stop" 27041412 3 1.16666666666667 "ATG"
"18151" "ENST00000263464.9" "chr11" 102322179 102322184 "+" 18151 "start-stop" 102322181 3 0 "ATG"
"18152" "ENST00000263464.9" "chr11" 102322390 102322395 "+" 18152 "start-stop" 102322392 3 -1.16666666666667 "ATG"
"18153" "ENST00000263464.9" "chr11" 102322676 102322681 "+" 18153 "start-stop" 102322678 3 -0.5 "ATG"
"18154" "ENST00000263635.8" "chr2" 159001169 159001174 "+" 18154 "start-stop" 159001171 3 0.666666666666667 "ATG"
"18155" "ENST00000263967.4" "chr3" 179198799 179198804 "+" 18155 "start-stop" 179198801 3 2.33333333333333 "ATG"
"18156" "ENST00000264065.12" "chr2" 182717991 182717996 "+" 18156 "start-stop" 182717993 3 0.833333333333333 "ATG"
"18159" "ENST00000264380.9" "chr2" 208266272 208266277 "+" 18159 "start-stop" 208266274 3 0.5 "ATG"
"18161" "ENST00000264710.5" "chr2" 26034165 26034170 "+" 18161 "start-stop" 26034167 3 4.33333333333333 "ATG"
"18162" "ENST00000265077.8" "chr5" 83471938 83471943 "+" 18162 "start-stop" 83471940 3 2.16666666666667 "ATG"
"18163" "ENST00000265085.10" "chr5" 173889271 173889276 "+" 18163 "start-stop" 173889273 3 3.66666666666667 "ATG"
"18164" "ENST00000265085.10" "chr5" 173889305 173889310 "+" 18164 "start-stop" 173889307 3 4 "ATG"
"18166" "ENST00000265382.8" "chr9" 68742531 68742536 "+" 18166 "start-stop" 68742533 3 -1.33333333333333 "ATG"
"18167" "ENST00000265728.6" "chr7" 87876711 87876716 "+" 18167 "start-stop" 87876713 3 3.66666666666667 "ATG"
"18168" "ENST00000265742.8" "chr7" 92294890 92294895 "+" 18168 "start-stop" 92294892 3 2.33333333333333 "ATG"
"18170" "ENST00000266742.9" "chr12" 96907814 96907819 "+" 18170 "start-stop" 96907816 3 1 "ATG"
"18173" "ENST00000268912.6" "chr17" 58149576 58149581 "+" 18173 "start-stop" 58149578 3 -0.333333333333333 "ATG"
"18176" "ENST00000270115.8" "chr11" 540679 540684 "+" 18176 "start-stop" 540681 3 -0.333333333333333 "ATG"
"18177" "ENST00000270139.8" "chr21" 33325024 33325029 "+" 18177 "start-stop" 33325026 3 0.666666666666667 "ATG"
"18178" "ENST00000272342.6" "chr2" 67397408 67397413 "+" 18178 "start-stop" 67397410 3 1.83333333333333 "ATG"
"18180" "ENST00000272602.7" "chr2" 98369958 98369963 "+" 18180 "start-stop" 98369960 3 0.833333333333333 "ATG"
"18181" "ENST00000272907.8" "chr2" 225400036 225400041 "+" 18181 "start-stop" 225400038 3 1.83333333333333 "ATG"
"18184" "ENST00000273347.10" "chr3" 101782129 101782134 "+" 18184 "start-stop" 101782131 3 0.166666666666667 "ATG"
"18185" "ENST00000274311.3" "chr5" 52788148 52788153 "+" 18185 "start-stop" 52788150 3 1.33333333333333 "ATG"
"18191" "ENST00000277225.10" "chr9" 106923361 106923366 "+" 18191 "start-stop" 106923363 3 6.33333333333333 "ATG"
"18192" "ENST00000278483.8" "chr11" 86302322 86302327 "+" 18192 "start-stop" 86302324 3 1.83333333333333 "ATG"
"18195" "ENST00000280155.4" "chr10" 111077474 111077479 "+" 18195 "start-stop" 111077476 3 0.833333333333333 "ATG"
"18196" "ENST00000280155.4" "chr10" 111077889 111077894 "+" 18196 "start-stop" 111077891 3 1.5 "ATG"
"18197" "ENST00000280358.5" "chr11" 112167461 112167466 "+" 18197 "start-stop" 112167463 3 -0.5 "ATG"
"18198" "ENST00000280706.3" "chr11" 18456190 18456195 "+" 18198 "start-stop" 18456192 3 -1.16666666666667 "ATG"
"18204" "ENST00000282588.7" "chr5" 52788148 52788153 "+" 18204 "start-stop" 52788150 3 1.33333333333333 "ATG"
"18205" "ENST00000282841.9" "chr1" 235328670 235328675 "+" 18205 "start-stop" 235328672 3 1.5 "ATG"
"18207" "ENST00000282908.10" "chr4" 5051837 5051842 "+" 18207 "start-stop" 5051839 3 2 "ATG"
"18211" "ENST00000283547.2" "chr13" 111320750 111320755 "+" 18211 "start-stop" 111320752 3 -0.5 "ATG"
"18213" "ENST00000284000.9" "chr19" 33379148 33379153 "+" 18213 "start-stop" 33379150 3 3 "ATG"
"18215" "ENST00000284311.5" "chr3" 98531993 98531998 "+" 18215 "start-stop" 98531995 3 0.166666666666667 "ATG"
"18218" "ENST00000286349.4" "chr3" 140678219 140678224 "+" 18218 "start-stop" 140678221 3 0.333333333333333 "ATG"
"18220" "ENST00000287701.15" "chr8" 28890443 28890448 "+" 18220 "start-stop" 28890445 3 3.66666666666667 "ATG"
"18221" "ENST00000287701.15" "chr8" 28963859 28963864 "+" 18221 "start-stop" 28963861 3 4 "ATG"
"18223" "ENST00000288098.7" "chr16" 70646869 70646874 "+" 18223 "start-stop" 70646871 3 4 "ATG"
"18224" "ENST00000288228.10" "chr15" 59458550 59458555 "+" 18224 "start-stop" 59458552 3 3.66666666666667 "ATG"
"18225" "ENST00000288368.5" "chr8" 67952256 67952261 "+" 18225 "start-stop" 67952258 3 0 "ATG"
"18227" "ENST00000288840.10" "chr15" 66702792 66702797 "+" 18227 "start-stop" 66702794 3 1 "ATG"
"18228" "ENST00000288840.10" "chr15" 66703008 66703013 "+" 18228 "start-stop" 66703010 3 0.833333333333333 "ATG"
"18229" "ENST00000289416.10" "chr16" 20764044 20764049 "+" 18229 "start-stop" 20764046 3 0 "ATG"
"18232" "ENST00000293303.5" "chr17" 41837834 41837839 "+" 18232 "start-stop" 41837836 3 3 "ATG"
"18233" "ENST00000293471.11" "chr19" 51936112 51936117 "+" 18233 "start-stop" 51936114 3 0 "ATG"
"18240" "ENST00000296096.6" "chr2" 27149026 27149031 "+" 18240 "start-stop" 27149028 3 -0.333333333333333 "ATG"
"18243" "ENST00000296600.5" "chr5" 122129579 122129584 "+" 18243 "start-stop" 122129581 3 1.33333333333333 "ATG"
"18244" "ENST00000296792.9" "chr5" 73565801 73565806 "+" 18244 "start-stop" 73565803 3 1.16666666666667 "ATG"
"18245" "ENST00000297848.8" "chr8" 120147822 120147827 "+" 18245 "start-stop" 120147824 3 2.33333333333333 "ATG"
"18246" "ENST00000298050.9" "chr11" 93332242 93332247 "+" 18246 "start-stop" 93332244 3 1.5 "ATG"
"18247" "ENST00000298119.9" "chr14" 41607194 41607199 "+" 18247 "start-stop" 41607196 3 1.33333333333333 "ATG"
"18248" "ENST00000298119.9" "chr14" 41766890 41766895 "+" 18248 "start-stop" 41766892 3 0.5 "ATG"
"18249" "ENST00000298282.14" "chr11" 125351291 125351296 "+" 18249 "start-stop" 125351293 3 8.33333333333333 "ATG"
"18253" "ENST00000299320.10" "chr16" 4734546 4734551 "+" 18253 "start-stop" 4734548 3 -0.5 "ATG"
"18254" "ENST00000299642.10" "chr16" 78022551 78022556 "+" 18254 "start-stop" 78022553 3 1.5 "ATG"
"18255" "ENST00000299665.3" "chr12" 8513604 8513609 "+" 18255 "start-stop" 8513606 3 1.33333333333333 "ATG"
"18258" "ENST00000300187.11" "chr11" 60396494 60396499 "+" 18258 "start-stop" 60396496 3 1.33333333333333 "ATG"
"18259" "ENST00000300226.7" "chr11" 60699615 60699620 "+" 18259 "start-stop" 60699617 3 -0.333333333333333 "ATG"
"18260" "ENST00000300255.7" "chr21" 32412779 32412784 "+" 18260 "start-stop" 32412781 3 2 "ATG"
"18262" "ENST00000301295.11" "chr19" 55836899 55836904 "+" 18262 "start-stop" 55836901 3 0.5 "ATG"
"18264" "ENST00000302103.6" "chr6" 96114046 96114051 "+" 18264 "start-stop" 96114048 3 1.66666666666667 "ATG"
"18268" "ENST00000302517.8" "chr5" 139648382 139648387 "+" 18268 "start-stop" 139648384 3 1.5 "ATG"
"18269" "ENST00000303212.3" "chr19" 5824029 5824034 "+" 18269 "start-stop" 5824031 3 -0.5 "ATG"
"18270" "ENST00000303450.5" "chr12" 54000171 54000176 "+" 18270 "start-stop" 54000173 3 8.66666666666667 "ATG"
"18274" "ENST00000304402.6" "chr7" 107471932 107471937 "+" 18274 "start-stop" 107471934 3 1.33333333333333 "ATG"
"18276" "ENST00000305363.9" "chr4" 68447469 68447474 "+" 18276 "start-stop" 68447471 3 -0.333333333333333 "ATG"
"18281" "ENST00000307271.4" "chr7" 150451008 150451013 "+" 18281 "start-stop" 150451010 3 -0.666666666666667 "ATG"
"18282" "ENST00000307358.7" "chr4" 8269843 8269848 "+" 18282 "start-stop" 8269845 3 -0.666666666666667 "ATG"
"18283" "ENST00000307659.6" "chr4" 6824214 6824219 "+" 18283 "start-stop" 6824216 3 3.5 "ATG"
"18284" "ENST00000307959.9" "chrX" 70268348 70268353 "+" 18284 "start-stop" 70268350 3 1 "ATG"
"18285" "ENST00000308062.8" "chr3" 75664345 75664350 "+" 18285 "start-stop" 75664347 3 -0.666666666666667 "ATG"
"18287" "ENST00000308478.10" "chr7" 111091422 111091427 "+" 18287 "start-stop" 111091424 3 3.33333333333333 "ATG"
"18288" "ENST00000308497.9" "chr4" 183905627 183905632 "+" 18288 "start-stop" 183905629 3 2.83333333333333 "ATG"
"18289" "ENST00000308527.6" "chr15" 75648594 75648599 "+" 18289 "start-stop" 75648596 3 2.33333333333333 "ATG"
"18296" "ENST00000309602.5" "chr11" 66857543 66857548 "+" 18296 "start-stop" 66857545 3 1.33333333333333 "ATG"
"18303" "ENST00000311066.10" "chr1" 13715546 13715551 "+" 18303 "start-stop" 13715548 3 5 "ATG"
"18312" "ENST00000313503.2" "chr11" 56103834 56103839 "+" 18312 "start-stop" 56103836 3 -0.5 "ATG"
"18313" "ENST00000314134.4" "chr11" 45805690 45805695 "+" 18313 "start-stop" 45805692 3 -1.33333333333333 "ATG"
"18314" "ENST00000314393.6" "chr8" 122863520 122863525 "+" 18314 "start-stop" 122863522 3 3.66666666666667 "ATG"
"18315" "ENST00000315005.8" "chr17" 44708763 44708768 "+" 18315 "start-stop" 44708765 3 -0.833333333333333 "ATG"
"18321" "ENST00000316754.8" "chr14" 63204473 63204478 "+" 18321 "start-stop" 63204475 3 0.333333333333333 "ATG"
"18324" "ENST00000317955.10" "chr7" 156643827 156643832 "+" 18324 "start-stop" 156643829 3 0.166666666666667 "ATG"
"18325" "ENST00000318244.4" "chr1" 247925124 247925129 "+" 18325 "start-stop" 247925126 3 1 "ATG"
"18327" "ENST00000318507.7" "chr2" 218126101 218126106 "+" 18327 "start-stop" 218126103 3 -2.33333333333333 "ATG"
"18330" "ENST00000319119.5" "chr9" 126860716 126860721 "+" 18330 "start-stop" 126860718 3 0.5 "ATG"
"18331" "ENST00000319264.4" "chr9" 12775299 12775304 "+" 18331 "start-stop" 12775301 3 1 "ATG"
"18332" "ENST00000319264.4" "chr9" 12775320 12775325 "+" 18332 "start-stop" 12775322 3 0.5 "ATG"
"18336" "ENST00000320248.4" "chr8" 2000666 2000671 "+" 18336 "start-stop" 2000668 3 0.5 "ATG"
"18337" "ENST00000320767.4" "chr3" 160677247 160677252 "+" 18337 "start-stop" 160677249 3 0.166666666666667 "ATG"
"18339" "ENST00000321464.7" "chr3" 141368658 141368663 "+" 18339 "start-stop" 141368660 3 1 "ATG"
"18342" "ENST00000321660.2" "chr10" 35605480 35605485 "+" 18342 "start-stop" 35605482 3 0.5 "ATG"
"18343" "ENST00000321871.11" "chr3" 133045980 133045985 "+" 18343 "start-stop" 133045982 3 2.66666666666667 "ATG"
"18345" "ENST00000323169.10" "chr19" 11804629 11804634 "+" 18345 "start-stop" 11804631 3 0.166666666666667 "ATG"
"18346" "ENST00000323819.8" "chr7" 75395667 75395672 "+" 18346 "start-stop" 75395669 3 0 "ATG"
"18347" "ENST00000324210.10" "chr3" 152269084 152269089 "+" 18347 "start-stop" 152269086 3 3.16666666666667 "ATG"
"18349" "ENST00000324453.13" "chr7" 30134998 30135003 "+" 18349 "start-stop" 30135000 3 1.5 "ATG"
"18350" "ENST00000325897.5" "chr8" 61299735 61299740 "+" 18350 "start-stop" 61299737 3 1.5 "ATG"
"18351" "ENST00000326035.6" "chr5" 43245485 43245490 "+" 18351 "start-stop" 43245487 3 -0.333333333333333 "ATG"
"18352" "ENST00000326132.11" "chr22" 31160182 31160187 "+" 18352 "start-stop" 31160184 3 1.66666666666667 "ATG"
"18356" "ENST00000327155.10" "chr18" 22936792 22936797 "+" 18356 "start-stop" 22936794 3 3 "ATG"
"18360" "ENST00000327968.7" "chrX" 23000016 23000021 "+" 18360 "start-stop" 23000018 3 1.16666666666667 "ATG"
"18361" "ENST00000328439.6" "chr20" 64164608 64164613 "+" 18361 "start-stop" 64164610 3 3.16666666666667 "ATG"
"18362" "ENST00000328439.6" "chr20" 64164672 64164677 "+" 18362 "start-stop" 64164674 3 5.33333333333333 "ATG"
"18363" "ENST00000328557.5" "chr3" 196639718 196639723 "+" 18363 "start-stop" 196639720 3 3 "ATG"
"18364" "ENST00000329474.7" "chr6" 25279572 25279577 "+" 18364 "start-stop" 25279574 3 2.33333333333333 "ATG"
"18365" "ENST00000329759.6" "chr3" 194685887 194685892 "+" 18365 "start-stop" 194685889 3 2.66666666666667 "ATG"
"18367" "ENST00000330619.13" "chr19" 56568857 56568862 "+" 18367 "start-stop" 56568859 3 -0.166666666666667 "ATG"
"18368" "ENST00000331070.8" "chrY" 22984284 22984289 "+" 18368 "start-stop" 22984286 3 0 "ATG"
"18373" "ENST00000332582.5" "chrX" 53076530 53076535 "+" 18373 "start-stop" 53076532 3 0.666666666666667 "ATG"
"18376" "ENST00000333219.9" "chr13" 110714003 110714008 "+" 18376 "start-stop" 110714005 3 3 "ATG"
"18377" "ENST00000333305.5" "chr5" 140126146 140126151 "+" 18377 "start-stop" 140126148 3 1 "ATG"
"18378" "ENST00000333305.5" "chr5" 140127777 140127782 "+" 18378 "start-stop" 140127779 3 4 "ATG"
"18379" "ENST00000333305.5" "chr5" 140127859 140127864 "+" 18379 "start-stop" 140127861 3 5.66666666666667 "ATG"
"18380" "ENST00000333305.5" "chr5" 140127883 140127888 "+" 18380 "start-stop" 140127885 3 3.66666666666667 "ATG"
"18381" "ENST00000333538.10" "chr7" 71132600 71132605 "+" 18381 "start-stop" 71132602 3 -0.833333333333333 "ATG"
"18384" "ENST00000334205.9" "chr11" 64359180 64359185 "+" 18384 "start-stop" 64359182 3 2 "ATG"
"18385" "ENST00000334325.2" "chr3" 57073477 57073482 "+" 18385 "start-stop" 57073479 3 -0.5 "ATG"
"18388" "ENST00000335397.3" "chr11" 58055872 58055877 "+" 18388 "start-stop" 58055874 3 0.666666666666667 "ATG"
"18390" "ENST00000335756.9" "chr2" 26786079 26786084 "+" 18390 "start-stop" 26786081 3 -1.16666666666667 "ATG"
"18392" "ENST00000336119.8" "chr1" 247418645 247418650 "+" 18392 "start-stop" 247418647 3 -0.833333333333333 "ATG"
"18394" "ENST00000336395.6" "chr9" 35605588 35605593 "+" 18394 "start-stop" 35605590 3 1 "ATG"
"18397" "ENST00000336890.10" "chr1" 32251336 32251341 "+" 18397 "start-stop" 32251338 3 2.66666666666667 "ATG"
"18398" "ENST00000337451.8" "chr15" 22851696 22851701 "+" 18398 "start-stop" 22851698 3 6 "ATG"
"18401" "ENST00000337737.8" "chr12" 57604828 57604833 "+" 18401 "start-stop" 57604830 3 1.66666666666667 "ATG"
"18402" "ENST00000337815.9" "chr12" 124011563 124011568 "+" 18402 "start-stop" 124011565 3 -0.5 "ATG"
"18404" "ENST00000338382.11" "chr9" 20715337 20715342 "+" 18404 "start-stop" 20715339 3 0.666666666666667 "ATG"
"18405" "ENST00000338432.12" "chr12" 109116644 109116649 "+" 18405 "start-stop" 109116646 3 -0.166666666666667 "ATG"
"18408" "ENST00000338981.7" "chrY" 12701555 12701560 "+" 18408 "start-stop" 12701557 3 0 "ATG"
"18409" "ENST00000338981.7" "chrY" 12701798 12701803 "+" 18409 "start-stop" 12701800 3 -0.333333333333333 "ATG"
"18414" "ENST00000339381.6" "chr1" 1331289 1331294 "+" 18414 "start-stop" 1331291 3 -0.5 "ATG"
"18417" "ENST00000339950.5" "chr1" 62437181 62437186 "+" 18417 "start-stop" 62437183 3 3.33333333333333 "ATG"
"18422" "ENST00000341514.11" "chrX" 77971623 77971628 "+" 18422 "start-stop" 77971625 3 2.66666666666667 "ATG"
"18423" "ENST00000341776.7" "chr6" 15246156 15246161 "+" 18423 "start-stop" 15246158 3 7 "ATG"
"18424" "ENST00000341776.7" "chr6" 15246199 15246204 "+" 18424 "start-stop" 15246201 3 4 "ATG"
"18425" "ENST00000342136.9" "chr21" 33241886 33241891 "+" 18425 "start-stop" 33241888 3 1.5 "ATG"
"18431" "ENST00000343776.10" "chr1" 227646632 227646637 "+" 18431 "start-stop" 227646634 3 0.666666666666667 "ATG"
"18432" "ENST00000344096.4" "chr12" 67648820 67648825 "+" 18432 "start-stop" 67648822 3 0.666666666666667 "ATG"
"18435" "ENST00000344636.6" "chr12" 92706562 92706567 "+" 18435 "start-stop" 92706564 3 -0.666666666666667 "ATG"
"18438" "ENST00000345122.8" "chr14" 32090646 32090651 "+" 18438 "start-stop" 32090648 3 1.16666666666667 "ATG"
"18439" "ENST00000347132.10" "chr1" 40783790 40783795 "+" 18439 "start-stop" 40783792 3 1.83333333333333 "ATG"
"18440" "ENST00000347631.8" "chr1" 43736255 43736260 "+" 18440 "start-stop" 43736257 3 3.66666666666667 "ATG"
"18441" "ENST00000348332.8" "chr2" 24564315 24564320 "+" 18441 "start-stop" 24564317 3 2.16666666666667 "ATG"
"18442" "ENST00000348343.11" "chrX" 15500835 15500840 "+" 18442 "start-stop" 15500837 3 2.16666666666667 "ATG"
"18443" "ENST00000350061.11" "chr3" 53494678 53494683 "+" 18443 "start-stop" 53494680 3 0 "ATG"
"18444" "ENST00000351677.7" "chr12" 112419044 112419049 "+" 18444 "start-stop" 112419046 3 1.33333333333333 "ATG"
"18445" "ENST00000351989.8" "chr22" 20085910 20085915 "+" 18445 "start-stop" 20085912 3 2.33333333333333 "ATG"
